time,elapsed,local,host,zack,pick,charged,held,s2charges,ultcharge,grounded,casterY,ultRemaining,bolts,boltX,boltZ,chargeVisuals,chargedFlight,shoeState,shoeX,shoeY,shoeZ,frontStun,frontX,frontY,frontZ
13.5007923758465,0.01999664,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.01004589,-5
13.550959644268,0.05998993,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.01001208,-5
13.6011247538279,0.1199799,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.01000159,-5
13.6512920147243,0.4999161,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.01000041,-5
13.7179599110844,0.559906,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.01000005,-5
13.7846274128432,0.6398926,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.01,-5
13.8514814595195,0.6998825,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
13.9183868400815,0.7598724,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
13.9685544173109,0.8198624,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.0190658317382,0.8598557,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.0696701659324,0.9198456,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.1201663288909,0.9398422,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.170867919183,0.9998322,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.2213688285897,1.039825,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.2718706447693,1.099815,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.3223718532982,1.139809,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.3729088191564,1.199799,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.4234239697891,1.259789,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.473921043283,1.299782,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.5246495018962,1.359772,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.5752259612891,1.399765,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.6259124092261,1.459755,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.6764509910966,1.499748,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.7269509899678,1.559738,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.7774516905534,1.599731,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.8279544172684,1.659721,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.8786467272478,1.699715,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.92927146007,1.759705,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
14.9798001445706,1.819695,1,0,1,3,0,0,1,20,1,0.12,0,0,0,0,0,0,-1,0,0,0,0,3,0.009999998,-5
