frame,real_seconds,art_scale,target_scale,dust_vertices,cloud_x,cloud_y
0,0.000500,1.000000,1.000000,0,0.000000,0.000000
1,0.056267,1.000000,1.000000,0,0.000000,0.000000
2,0.102093,1.000000,1.000000,0,0.000000,0.000000
3,0.102371,1.000000,1.000000,0,0.000000,0.000000
4,0.145786,1.000000,1.000000,0,0.000000,0.000000
5,0.190235,1.000000,1.000000,0,0.000000,0.000000
6,0.190624,1.000000,1.000000,0,0.000000,0.000000
7,0.238251,1.000000,1.000000,0,0.000000,0.000000
8,0.285179,1.000000,1.000000,0,0.000000,0.000000
9,0.285572,1.000000,1.000000,0,0.000000,0.000000
10,0.330673,1.000000,1.000000,0,0.000000,0.000000
11,0.376015,1.000000,1.000000,0,0.000000,0.000000
12,0.376350,1.000000,1.000000,0,0.000000,0.000000
13,0.421070,1.000000,1.000000,0,0.000000,0.000000
14,0.466557,1.000000,1.000000,0,0.000000,0.000000
15,0.466961,1.000000,1.000000,0,0.000000,0.000000
16,0.511932,1.000000,1.000000,0,0.000000,0.000000
17,0.557812,1.000000,1.000000,0,0.000000,0.000000
18,0.558109,1.000000,1.000000,0,0.000000,0.000000
19,0.603348,1.000000,1.000000,0,0.000000,0.000000
20,0.647427,1.000000,1.000000,0,0.000000,0.000000
21,0.648586,1.000000,1.000000,0,0.000000,0.000000
22,0.692493,1.000000,1.000000,0,0.000000,0.000000
23,0.737450,1.000000,1.000000,0,0.000000,0.000000
24,0.737820,1.000000,1.000000,0,0.000000,0.000000
25,0.782005,1.000000,1.000000,0,0.000000,0.000000
26,0.827408,1.000000,1.000000,0,0.000000,0.000000
27,0.827709,1.000000,1.000000,0,0.000000,0.000000
28,0.871464,1.000000,1.000000,0,0.000000,0.000000
29,0.916283,1.000000,1.000000,0,0.000000,0.000000
30,0.916641,1.000000,1.000000,0,0.000000,0.000000
31,0.962589,1.000000,1.000000,0,0.000000,0.000000
32,1.009365,1.000000,1.000000,0,0.000000,0.000000
33,1.009651,1.000000,1.000000,0,0.000000,0.000000
34,1.054581,1.000000,1.000000,0,0.000000,0.000000
35,1.099842,1.000000,1.000000,0,0.000000,0.000000
