time,elapsed,local,host,s1charges,s2active,s2cooldown,ultcharge,casterX,casterY,casterZ,frontX,frontY,frontZ,rearX,rearY,rearZ,frontTrip,frontStun,casterStun,ward,pillars,shoeX,shoeY,shoeZ,guardTested,afterTested,tremor,plating,orbitStones,rumble,pendingReview,pendingRefreshed,expiredRefreshed,windup,impactBirths,heroIndex,casterPick,casterMode
11.5427205970759,0.4599228,1,0,2,0,0,12,0,0.12,-8,1.3,0.01000159,-8,0,0.01000314,-9.3,0,0,0,0,0,1.8,0.145,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.5937952849145,0.4999161,1,0,2,0,0,12,0,0.12,-8,1.3,0.01000041,-8,0,0.01000081,-9.3,0,0,0,0,0,1.8,0.145,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.6446905953872,0.559906,1,0,2,0,0,12,0,0.12,-8,1.3,0.01000005,-8,0,0.0100001,-9.3,0,0,0,0,0,1.8,0.145,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.6961014137852,0.6198959,1,0,2,0,0,12,0,0.12,-8,1.3,0.01,-8,0,0.01000001,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.7470745016697,0.6598892,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999999,-8,0,0.01,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.7980778836707,0.7198792,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.8487416077281,0.7598724,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.8994140119726,0.8198624,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.9500368258978,0.8598557,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.0010022344316,0.9198456,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.0515573790173,0.9598389,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.1026200511741,1.019829,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.1537657419654,1.059822,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.2046814604724,1.119812,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.2551816700461,1.159805,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.3060029487188,1.219795,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.3569840094323,1.259789,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.4074841098922,1.319778,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.4579842178772,1.359772,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.5092617143194,1.419762,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.5597651502738,1.459755,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.6109314409892,1.519745,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.6618118066403,1.559738,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.7126655071477,1.619728,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.7639507845292,1.659721,1,0,2,0,0,12,0,0.12,-8,1.3,0.009999998,-8,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
