time,elapsed,local,host,sean,pick,charged,held,s2charges,ultcharge,grounded,casterY,pose,craters,craterX,craterZ,embers,fireFlight,shoeState,shoeX,shoeY,shoeZ,frontStun,chargeRemaining,wallTime
24.7372796129559,15.21745,2,0,1,2,0,1,1,15,1,0.0493712,-1,0,0,0,0,0,1,0.9492728,1.248123,-7.9733,0,0,63925000046.935
24.7982571887535,15.27744,2,0,1,2,0,1,1,15,1,0.01746575,-1,0,0,0,0,0,1,0.7528948,1.103042,-7.550422,0,0,63925000046.9794
24.8484248598603,15.35742,2,0,1,2,0,1,1,15,1,0.01118143,-1,0,0,0,0,0,1,0.5647082,1.227663,-7.442726,0,0,63925000047.0299
24.9152237333295,15.41741,2,0,1,2,0,1,1,15,1,0.01017132,-1,0,0,0,0,0,1,0.5647082,1.215085,-7.442726,0,0,63925000047.0964
24.9658376657714,15.45741,2,0,1,2,0,1,1,15,1,0.01004589,-1,0,0,0,0,0,1,0.5647082,1.211438,-7.442726,0,0,63925000047.1464
25.0163387764742,15.5174,2,0,1,2,0,1,1,15,1,0.01000617,-1,0,0,0,0,0,1,0.5647082,1.209852,-7.442726,0,0,63925000047.1964
25.066847056703,15.55739,2,0,1,2,0,1,1,15,1,0.01000159,-1,0,0,0,0,0,1,0.5647082,1.209203,-7.442726,0,0,63925000047.2459
25.1173475653989,15.61738,2,0,1,2,0,1,1,15,1,0.0100002,-1,0,0,0,0,0,1,0.5647082,1.208936,-7.442726,0,0,63925000047.296
25.1678484748056,15.65737,2,0,1,2,0,1,1,15,1,0.01000005,-1,0,0,0,0,0,1,0.5647082,1.208827,-7.442726,0,0,63925000047.3458
25.2183493842122,15.71736,2,0,1,2,0,1,1,15,1,0.01,-1,0,0,0,0,0,1,0.5647082,1.208782,-7.442726,0,0,63925000047.3962
25.2688500847978,15.75735,2,0,1,2,0,1,1,15,1,0.009999999,-1,0,0,0,0,0,1,0.5647082,1.208764,-7.442726,0,0,63925000047.4456
25.3193510920306,15.81734,2,0,1,2,0,1,1,15,1,0.009999998,-1,0,0,0,0,0,1,0.5647082,1.208757,-7.442726,0,0,63925000047.496
25.369851999556,15.85734,2,0,1,2,0,1,1,15,1,0.009999998,-1,0,0,0,0,0,1,0.5647082,1.208754,-7.442726,0,0,63925000047.5465
25.4203530143139,15.91733,2,0,1,2,0,1,1,15,1,0.009999998,-1,0,0,0,0,0,1,0.5647082,1.208753,-7.442726,0,0,63925000047.5957
