time,elapsed,local,host,sean,pick,charged,held,s2charges,ultcharge,grounded,casterY,pose,craters,craterX,craterZ,embers,fireFlight,shoeState,shoeX,shoeY,shoeZ,frontStun,chargeRemaining,wallTime
9.61795956740156,0.01999664,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,-2.244452,1.204159,8.342799,0,0,63925000031.7075
9.66812723452225,0.07998657,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.499067,1.304159,-8.616752,0,0,63925000031.7561
9.71822269113734,0.1199799,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5975957,1.304159,-8.521852,0,0,63925000031.8068
9.78455755021423,0.1999664,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.2555949,1.304159,-8.751081,0,0,63925000031.873
9.83472511550412,0.2399597,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,-0.03489092,1.304159,-8.792611,0,0,63925000031.9233
9.90139310777187,0.2999496,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,-0.2929541,1.304159,-8.737311,0,0,63925000031.9896
9.96810881771147,0.3799362,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,-0.3992914,1.304159,-8.685577,0,0,63925000032.0559
10.0183005182259,0.4199295,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,-0.4264403,1.285878,-8.669028,0,0,63925000032.1069
10.0684678903036,0.4799194,0,1,1,2,0,1,2,15,1,0.07291741,-1,0,0,0,0,0,1,-0.4371674,1.275358,-8.662068,0,0,63925000032.156
10.1351357927732,0.5399094,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,-0.4422634,1.304159,-8.658675,0,0,63925000032.2228
10.2018077359907,0.5998993,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,-0.4437931,1.304159,-8.657645,0,0,63925000032.2903
10.2684761329181,0.6798859,0,1,1,2,0,1,2,15,1,0.0493712,-1,0,0,0,0,0,1,-0.4442534,1.27695,-8.657335,0,0,63925000032.3559
10.3351437403448,0.7398758,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5646574,1.333931,-7.442674,0,0,63925000032.4227
10.4018116428144,0.7998657,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.7887604,1.285199,-8.085484,0,0,63925000032.4899
10.4684797468223,0.8798523,0,1,1,2,0,1,2,15,1,0.07291741,-1,0,0,0,0,0,1,0.6917567,1.272775,-7.611512,0,0,63925000032.5568
10.5351849190705,0.9398422,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.6076601,1.304159,-7.489902,0,0,63925000032.6231
10.6018519269302,0.9998322,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5780337,1.300101,-7.45656,0,0,63925000032.6907
10.6685823559575,1.079819,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5687523,1.304159,-7.446854,0,0,63925000032.7573
10.735250154864,1.139809,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5659294,1.304159,-7.443965,0,0,63925000032.8231
10.8019218967855,1.199799,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5650763,1.292804,-7.443099,0,0,63925000032.8905
10.8685895923153,1.279785,0,1,1,2,0,1,2,15,1,0.07291741,-1,0,0,0,0,0,1,0.5648192,1.275066,-7.442838,0,0,63925000032.9561
10.9352574909292,1.339775,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647416,1.304159,-7.44276,0,0,63925000033.0236
11.001925287582,1.399765,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647183,1.304159,-7.442736,0,0,63925000033.09
11.0685932933353,1.479752,0,1,1,2,0,1,2,15,1,0.07291741,-1,0,0,0,0,0,1,0.5647112,1.275358,-7.442729,0,0,63925000033.1564
11.1352611919492,1.539742,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647091,1.304159,-7.442727,0,0,63925000033.2228
11.2019293855131,1.599731,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647085,1.30049,-7.442726,0,0,63925000033.2897
11.2685973797552,1.679718,0,1,1,2,0,1,2,15,1,0.0493712,-1,0,0,0,0,0,1,0.5647084,1.27517,-7.442726,0,0,63925000033.3563
11.3352652802505,1.739708,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647084,1.301715,-7.442726,0,0,63925000033.4233
11.4019329794496,1.799698,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647084,1.299094,-7.442726,0,0,63925000033.4895
11.4686646421254,1.879684,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647084,1.327098,-7.442726,0,0,63925000033.5566
11.5353321557678,1.939674,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647084,1.303596,-7.442726,0,0,63925000033.6233
11.6020498860069,1.999664,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647084,1.299666,-7.442726,0,0,63925000033.6897
11.6687175871804,2.079651,0,1,1,2,0,1,2,15,1,0.07291741,-1,0,0,0,0,0,1,0.5647084,1.275358,-7.442726,0,0,63925000033.7569
11.7353866055235,2.139641,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647084,1.304159,-7.442726,0,0,63925000033.8234
11.8020543027483,2.199631,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647084,1.291878,-7.442726,0,0,63925000033.8899
11.8520778188296,2.259621,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647084,1.302793,-7.442726,0,0,63925000033.9413
11.9022453863733,2.299614,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647084,1.299095,-7.442726,0,0,63925000033.9906
11.9689152153581,2.379601,0,1,1,2,0,1,2,15,1,0.07291741,-1,0,0,0,0,0,1,0.5647084,1.275358,-7.442726,0,0,63925000034.0568
12.0356885812432,2.43959,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647084,1.302811,-7.442726,0,0,63925000034.1242
12.1023556848243,2.49958,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647084,1.299425,-7.442726,0,0,63925000034.1902
12.1691033801064,2.579567,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647084,1.304159,-7.442726,0,0,63925000034.2578
12.23577108128,2.639557,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647084,1.304159,-7.442726,0,0,63925000034.3237
12.302474033162,2.699547,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647084,1.292778,-7.442726,0,0,63925000034.3901
12.369141937606,2.779533,0,1,1,2,0,1,2,15,1,0.07291741,-1,0,0,0,0,0,1,0.5647084,1.275058,-7.442726,0,0,63925000034.4576
12.4358098381013,2.839523,0,1,1,2,0,1,2,15,1,0.1017185,-1,0,0,0,0,0,1,0.5647084,1.304159,-7.442726,0,0,63925000034.5245
12.5024808651395,2.899513,0,1,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647084,1.301741,-7.442726,0,0,63925000034.5908
