time,elapsed,local,host,charge,windup,active,remaining,circles,sky,frontStun,rearStun,casterStun,frontElement,centreX,centreZ,casterX,casterZ,gameTime,realTime,frameDelta,frontX,frontZ,rearX,rearZ,phaister,charIndex,heroMode,roomPick,castAge
14.4609815827105,0.6398926,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.13471722647392,8.74469160187075,0.017326,3.5,-8,0,7,1,5,1,5,-1
14.5125920869643,0.6998825,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.18619002267574,8.79321300187075,0.002021896,3.5,-8,0,7,1,5,1,5,-1
14.5632155319932,0.7398758,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.23681942318594,8.84362430187075,0.002670394,3.5,-8,0,7,1,5,1,5,-1
14.6142231862736,0.7998657,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.28781272675737,8.89496230187075,0.002265497,3.5,-8,0,7,1,5,1,5,-1
14.6683760720212,0.8598557,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.34192532596372,8.95038700187075,0.005133702,3.5,-8,0,7,1,5,1,5,-1
14.7195754510933,0.8798523,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.39317892573696,9.00015500187075,0.002165299,3.5,-8,0,7,1,5,1,5,-1
14.7697186612641,0.9398422,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.44329612386621,9.05037690187075,0.003265101,3.5,-8,0,7,1,5,1,5,-1
14.822918981337,0.9798355,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.49653642290249,9.10360640187075,0.004516298,3.5,-8,0,7,1,5,1,5,-1
14.8737438396644,1.039825,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.54725582482993,9.15655270187075,0.007476601,3.5,-8,0,7,1,5,1,5,-1
14.9246070377715,1.079819,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.5976154265873,9.20463390187075,0.002266,3.5,-8,0,7,1,5,1,5,-1
14.9750192706194,1.139809,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.64752852891156,9.25461820187075,0.002105605,3.5,-8,0,7,1,5,1,5,-1
15.0271006233641,1.179802,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.69909422477324,9.30611990187075,0.002593601,3.5,-8,0,7,1,5,1,5,-1
15.07816066809,1.239792,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.7496487244898,9.35665940187075,0.003154698,3.5,-8,0,7,1,5,1,5,-1
15.130466751426,1.299782,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.80143692602041,9.40929980187075,0.004213003,3.5,-8,0,7,1,5,1,5,-1
15.182231677227,1.339775,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.85268932823129,9.45964880187075,0.002708206,3.5,-8,0,7,1,5,1,5,-1
15.2342189007823,1.399765,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.90416182681406,9.51125730187075,0.002865101,3.5,-8,0,7,1,5,1,5,-1
15.2853079316707,1.439758,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.9547450255102,9.56176480187075,0.002372598,3.5,-8,0,7,1,5,1,5,-1
15.3362573787908,1.499748,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.00519002267574,9.61202980187075,0.002073597,3.5,-8,0,7,1,5,1,5,-1
15.3869835201476,1.539742,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.05541392431973,9.66258270187075,0.002654897,3.5,-8,0,7,1,5,1,5,-1
15.4388209617964,1.599731,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.10673812358277,9.71387750187075,0.002076998,3.5,-8,0,7,1,5,1,5,-1
