time,elapsed,host,local,round,x,y,z,trip,stun,mash,holding,shoeActive,shoeState,shoeX,shoeY,shoeZ,episode,ack,map,swimming,swimAnimation,floating,eyeY
17.2440,0.0000,0,2,1,-1.8000,0.0000,9.0000,0.0000,0.0000,0,0,1,1,-2.2766,0.8135,8.3654,4,0,3,0,0,0,1.2500
17.2947,0.0507,0,2,1,-1.8000,0.0116,9.0000,0.0000,0.0000,0,0,1,1,-2.5364,0.6332,8.5124,4,0,3,0,0,0,1.2500
17.3451,0.1012,0,2,1,-1.8000,0.0551,9.0000,0.0000,0.0000,0,0,1,1,-2.6512,0.4577,8.7891,4,0,3,0,0,0,1.4300
17.3957,0.1517,0,2,1,-1.8000,0.0652,9.0000,0.0000,0.0000,0,0,1,1,-2.6671,0.4780,8.8488,4,0,3,0,0,0,1.4300
17.4470,0.2031,0,2,1,-1.8000,0.0692,9.0000,0.0000,0.0000,0,1,1,1,-2.6742,0.5810,8.7694,4,0,3,0,0,0,1.4300
17.4978,0.2538,0,2,1,-1.8000,0.0699,9.0000,0.0000,0.0000,0,1,1,1,-2.5271,0.7830,8.5109,4,0,3,0,0,0,1.4300
17.5484,0.3044,0,2,1,-1.8000,0.0700,9.0000,0.0000,0.0000,0,1,1,1,-2.2570,0.8960,8.3633,4,0,3,0,0,0,1.4300
17.5989,0.3549,0,2,1,-1.8000,0.0700,9.0000,0.0000,0.0000,0,1,1,1,-2.2356,0.9016,8.3575,4,0,3,0,0,0,1.4300
17.6494,0.4054,0,2,1,-1.8000,0.0700,9.0000,0.0000,0.0000,0,1,1,1,-2.2356,0.9020,8.3575,4,0,3,0,0,0,1.4300
17.7007,0.4568,0,2,1,-1.8000,0.0700,9.0000,0.0000,0.0000,0,1,1,1,-2.2356,0.9022,8.3575,4,0,3,0,0,0,1.4300
17.7517,0.5078,0,2,1,-8.4000,0.1000,7.0000,0.0000,0.0000,0,1,1,1,-8.9445,0.9323,7.5532,4,0,3,0,0,0,1.4300
17.8029,0.5589,0,2,1,-8.4000,0.1000,7.0000,0.0000,0.0000,0,1,1,1,-8.9445,0.9323,7.5532,4,0,3,0,0,0,1.4300
18.0383,0.7943,0,2,1,-8.4000,0.1000,7.0000,0.0000,0.0000,0,1,1,1,-8.9445,0.9323,7.5532,4,0,3,0,0,0,1.4300
18.0994,0.8554,0,2,1,-8.5620,0.4345,7.0000,0.0000,0.0000,0,1,1,1,-9.1584,1.2629,7.5164,4,0,3,0,0,0,1.4300
18.1574,0.9134,0,2,1,-8.7127,0.6707,7.0000,0.0000,0.0000,0,1,1,1,-9.2478,1.5890,7.5552,4,0,3,0,0,0,1.4300
18.2148,0.9708,0,2,1,-8.9363,0.9156,7.0000,0.0000,0.0000,0,1,1,1,-9.4051,1.8454,7.5725,4,0,3,0,0,0,1.4300
18.2689,1.0249,0,2,1,-9.0767,1.0075,7.0000,0.0000,0.0000,0,1,1,1,-9.4788,1.9948,7.6336,4,0,3,0,0,0,1.4300
18.3351,1.0911,0,2,1,-9.1550,1.0342,7.0000,0.0000,0.0000,0,1,1,1,-9.5240,2.0694,7.6879,4,0,3,0,0,0,1.4300
18.4036,1.1596,0,2,1,-9.1809,1.0404,7.0000,0.0000,0.0000,0,1,1,1,-9.5505,2.0798,7.7181,4,0,3,0,0,0,1.4300
18.4625,1.2185,0,2,1,-9.1833,1.0409,7.0000,0.0000,0.0000,0,1,1,1,-9.5622,2.0693,7.7331,4,0,3,0,0,0,1.4300
18.5294,1.2854,0,2,1,-9.1836,1.0410,7.0000,0.0000,0.0000,0,1,1,1,-9.5678,2.0604,7.7409,4,0,3,0,0,0,1.4300
18.6011,1.3571,0,2,1,-9.2808,0.9642,7.0000,0.0000,0.0000,0,1,1,1,-9.4958,2.0432,7.7878,4,0,3,0,0,0,1.4300
18.6696,1.4256,0,2,1,-9.7880,0.4605,7.0000,0.0000,0.0000,0,1,1,1,-9.3974,1.8115,7.7806,4,0,3,0,0,0,1.4300
18.7377,1.4937,0,2,1,-10.0832,-0.1668,7.0000,0.0000,0.0000,0,1,1,1,-9.5750,1.3417,7.6648,4,0,3,0,0,0,1.4300
18.8085,1.5645,0,2,1,-10.2546,-0.9206,7.0000,0.0000,0.0000,0,1,1,1,-9.9617,0.7703,7.6603,4,0,3,1,1,0,1.4300
18.8778,1.6338,0,2,1,-10.3641,-0.9708,7.0000,0.0000,0.0000,0,1,1,1,-10.5859,0.4898,7.6251,4,0,3,1,1,0,1.4300
18.9540,1.7100,0,2,1,-10.5122,-0.9960,7.0000,0.0000,0.0000,0,1,1,1,-11.1645,0.2582,7.4064,4,0,3,1,1,0,1.4300
19.0244,1.7804,0,2,1,-10.6155,-1.0945,7.0000,0.0000,0.0000,0,1,1,1,-11.4357,-0.0767,7.2225,4,0,3,1,1,0,1.4300
19.0940,1.8500,0,2,1,-10.7139,-1.1526,7.0000,0.0000,0.0000,0,1,1,1,-11.5323,-0.1482,7.2293,4,0,3,1,1,0,1.4300
19.1669,1.9229,0,2,1,-10.8516,-1.1583,7.0000,0.0000,0.0000,0,1,1,1,-11.6567,-0.1813,7.2353,4,0,3,1,1,0,1.4300
19.2388,1.9948,0,2,1,-10.9224,-1.1334,7.0000,0.0000,0.0000,0,1,1,1,-11.7439,-0.1797,7.2470,4,0,3,1,1,0,1.4300
19.3063,2.0623,0,2,1,-11.0508,-1.0440,7.0000,0.0000,0.0000,0,1,1,1,-11.8517,-0.1313,7.3178,4,0,3,1,1,0,1.4300
19.3782,2.1342,0,2,1,-11.1476,-0.9854,7.0000,0.0000,0.0000,0,1,1,1,-11.9450,-0.0803,7.4683,4,0,3,1,1,0,1.4300
19.4495,2.2056,0,2,1,-11.2746,-0.9394,7.0000,0.0000,0.0000,0,1,1,1,-11.9874,-0.0632,7.6443,4,0,3,1,1,0,1.4300
19.5183,2.2743,0,2,1,-11.3652,-0.9181,7.0000,0.0000,0.0000,0,1,1,1,-12.0065,-0.0621,7.7596,4,0,3,1,1,0,1.4300
19.5902,2.3462,0,2,1,-11.4905,-0.8978,7.0000,0.0000,0.0000,0,1,1,1,-12.0760,-0.0574,7.8009,4,0,3,1,1,0,1.4300
19.6607,2.4167,0,2,1,-11.5810,-0.8877,7.0000,0.0000,0.0000,0,1,1,1,-12.1656,-0.0611,7.8136,4,0,3,1,1,0,1.4300
19.7302,2.4862,0,2,1,-11.6930,-0.8788,7.0000,0.0000,0.0000,0,1,1,1,-12.2099,-0.0971,7.8570,4,0,3,1,1,0,1.4300
19.7983,2.5543,0,2,1,-11.7894,-0.8737,7.0000,0.0000,0.0000,0,1,1,1,-12.1687,-0.1731,7.9180,4,0,3,1,1,0,1.4300
19.8703,2.6263,0,2,1,-11.9079,-0.8690,7.0000,0.0000,0.0000,0,1,1,1,-12.0926,-0.2540,7.9372,4,0,3,1,1,0,1.4300
19.9439,2.6999,0,2,1,-12.0484,-0.8670,7.0000,0.0000,0.0000,0,1,1,1,-12.2637,-0.2552,7.9285,4,0,3,1,1,0,1.4300
20.0153,2.7713,0,2,1,-12.1299,-0.8667,7.0000,0.0000,0.0000,0,1,1,1,-12.6792,-0.1889,7.8276,4,0,3,1,1,0,1.4300
20.0868,2.8429,0,2,1,-12.2690,-0.8667,7.0000,0.0000,0.0000,0,1,1,1,-13.0636,-0.0507,7.5197,4,0,3,1,1,0,1.4300
20.1592,2.9152,0,2,1,-12.3531,-0.8667,7.0000,0.0000,0.0000,0,1,1,1,-13.2077,0.0305,7.3113,4,0,3,1,1,0,1.4300
20.2291,2.9851,0,2,1,-12.4636,-0.8667,7.0000,0.0000,0.0000,0,1,1,1,-13.3040,0.0624,7.2301,4,0,3,1,1,0,1.4300
