frame,real_seconds,art_scale,target_scale,dust_vertices,cloud_x,cloud_y
0,0.000355,1.000000,1.000000,0,0.000000,0.000000
1,0.042723,1.000000,1.000000,0,0.000000,0.000000
2,0.086473,1.000000,1.000000,0,0.000000,0.000000
3,0.086773,1.000000,1.000000,0,0.000000,0.000000
4,0.130302,1.000000,1.000000,0,0.000000,0.000000
5,0.174589,1.000000,1.000000,0,0.000000,0.000000
6,0.175024,1.000000,1.000000,0,0.000000,0.000000
7,0.218107,1.000000,1.000000,0,0.000000,0.000000
8,0.262289,1.000000,1.000000,0,0.000000,0.000000
9,0.262548,1.000000,1.000000,0,0.000000,0.000000
10,0.305773,1.000000,1.000000,0,0.000000,0.000000
11,0.350271,1.000000,1.000000,0,0.000000,0.000000
12,0.350529,1.000000,1.000000,0,0.000000,0.000000
13,0.392937,1.000000,1.000000,0,0.000000,0.000000
14,0.436462,1.000000,1.000000,0,0.000000,0.000000
15,0.436726,1.000000,1.000000,0,0.000000,0.000000
16,0.480396,1.000000,1.000000,0,0.000000,0.000000
17,0.525396,1.000000,1.000000,0,0.000000,0.000000
18,0.525677,1.000000,1.000000,0,0.000000,0.000000
19,0.568649,1.000000,1.000000,0,0.000000,0.000000
20,0.612831,1.000000,1.000000,0,0.000000,0.000000
21,0.613098,1.000000,1.000000,0,0.000000,0.000000
22,0.656302,1.000000,1.000000,0,0.000000,0.000000
23,0.700703,1.000000,1.000000,0,0.000000,0.000000
24,0.700966,1.000000,1.000000,0,0.000000,0.000000
25,0.743296,1.000000,1.000000,0,0.000000,0.000000
26,0.786856,1.000000,1.000000,0,0.000000,0.000000
27,0.787111,1.000000,1.000000,0,0.000000,0.000000
28,0.830454,1.000000,1.000000,0,0.000000,0.000000
29,0.874973,1.000000,1.000000,0,0.000000,0.000000
30,0.875240,1.000000,1.000000,0,0.000000,0.000000
31,0.917505,1.000000,1.000000,0,0.000000,0.000000
32,0.961166,1.000000,1.000000,0,0.000000,0.000000
33,0.961418,1.000000,1.000000,0,0.000000,0.000000
34,1.004972,1.000000,1.000000,0,0.000000,0.000000
35,1.049700,1.000000,1.000000,0,0.000000,0.000000
36,1.049959,1.000000,1.000000,0,0.000000,0.000000
37,1.092342,1.000000,1.000000,0,0.000000,0.000000
38,1.136076,1.000000,1.000000,0,0.000000,0.000000
39,1.136377,1.000000,1.000000,0,0.000000,0.000000
40,1.204557,1.000000,1.000000,0,0.000000,0.000000
41,1.248074,1.000000,1.000000,0,0.000000,0.000000
42,1.253447,1.000000,1.000000,0,0.000000,0.000000
43,1.256790,1.000000,1.000000,0,0.000000,0.000000
44,1.260035,1.000000,1.000000,0,0.000000,0.000000
45,1.263435,1.000000,1.000000,0,0.000000,0.000000
46,1.266752,1.000000,1.000000,0,0.000000,0.000000
47,1.270046,1.000000,1.000000,0,0.000000,0.000000
48,1.283484,1.000000,1.000000,0,0.000000,0.000000
49,1.286724,1.000000,1.000000,0,0.000000,0.000000
50,1.341154,1.000000,1.000000,0,0.000000,0.000000
51,1.385296,1.000000,1.000000,0,0.000000,0.000000
52,1.385551,1.000000,1.000000,0,0.000000,0.000000
53,1.428110,1.000000,1.000000,0,0.000000,0.000000
54,1.471849,1.000000,1.000000,0,0.000000,0.000000
55,1.472118,1.000000,1.000000,0,0.000000,0.000000
56,1.516100,1.000000,1.000000,0,0.000000,0.000000
57,1.559217,1.000000,1.000000,0,0.000000,0.000000
58,1.559479,1.000000,1.000000,0,0.000000,0.000000
59,1.601925,1.000000,1.000000,0,0.000000,0.000000
60,1.645464,1.000000,1.000000,0,0.000000,0.000000
61,1.645712,1.000000,1.000000,0,0.000000,0.000000
62,1.688734,1.000000,1.000000,0,0.000000,0.000000
63,1.732967,1.000000,1.000000,0,0.000000,0.000000
64,1.733250,1.000000,1.000000,0,0.000000,0.000000
65,1.775597,1.000000,1.000000,0,0.000000,0.000000
66,1.819178,1.000000,1.000000,0,0.000000,0.000000
67,1.819445,1.000000,1.000000,0,0.000000,0.000000
68,1.863361,1.000000,1.000000,0,0.000000,0.000000
69,1.908220,1.000000,1.000000,0,0.000000,0.000000
70,1.908485,1.000000,1.000000,0,0.000000,0.000000
71,1.951000,1.000000,1.000000,0,0.000000,0.000000
72,1.994894,1.000000,1.000000,0,0.000000,0.000000
73,1.995195,1.000000,1.000000,0,0.000000,0.000000
74,2.039240,1.000000,1.000000,0,0.000000,0.000000
75,2.084330,1.000000,1.000000,0,0.000000,0.000000
76,2.084572,1.000000,1.000000,0,0.000000,0.000000
77,2.126917,1.000000,1.000000,0,0.000000,0.000000
78,2.170334,1.000000,1.000000,0,0.000000,0.000000
79,2.170595,1.000000,1.000000,0,0.000000,0.000000
80,2.214375,1.000000,1.000000,0,0.000000,0.000000
81,2.259291,1.000000,1.000000,0,0.000000,0.000000
82,2.259562,1.000000,1.000000,0,0.000000,0.000000
83,2.301895,1.000000,1.000000,0,0.000000,0.000000
84,2.345598,1.000000,1.000000,0,0.000000,0.000000
85,2.345873,1.000000,1.000000,0,0.000000,0.000000
86,2.389257,1.000000,1.000000,0,0.000000,0.000000
87,2.433744,1.000000,1.000000,0,0.000000,0.000000
88,2.434013,1.000000,1.000000,0,0.000000,0.000000
89,2.476252,1.000000,1.000000,0,0.000000,0.000000
90,2.519869,1.000000,1.000000,0,0.000000,0.000000
91,2.520138,1.000000,1.000000,0,0.000000,0.000000
92,2.572113,1.000000,1.000000,0,0.000000,0.000000
93,2.625477,1.000000,1.000000,0,0.000000,0.000000
94,2.625746,1.000000,1.000000,0,0.000000,0.000000
95,2.668701,1.000000,1.000000,0,0.000000,0.000000
96,2.712780,1.000000,1.000000,0,0.000000,0.000000
97,2.713043,1.000000,1.000000,0,0.000000,0.000000
98,2.756454,1.000000,1.000000,0,0.000000,0.000000
99,2.800959,1.000000,1.000000,0,0.000000,0.000000
100,2.801212,1.000000,1.000000,0,0.000000,0.000000
101,2.843491,1.000000,1.000000,0,0.000000,0.000000
102,2.887020,1.000000,1.000000,0,0.000000,0.000000
103,2.887287,1.000000,1.000000,0,0.000000,0.000000
104,2.930353,1.000000,1.000000,0,0.000000,0.000000
105,2.974712,1.000000,1.000000,0,0.000000,0.000000
106,2.974979,1.000000,1.000000,0,0.000000,0.000000
107,3.018393,1.000000,1.000000,0,0.000000,0.000000
108,3.063030,1.000000,1.000000,0,0.000000,0.000000
109,3.063288,1.000000,1.000000,0,0.000000,0.000000
110,3.106785,1.000000,1.000000,0,0.000000,0.000000
111,3.149353,1.000000,1.000000,0,0.000000,0.000000
112,3.149607,1.000000,1.000000,0,0.000000,0.000000
113,3.192129,1.000000,1.000000,0,0.000000,0.000000
114,3.235741,1.000000,1.000000,0,0.000000,0.000000
115,3.235996,1.000000,1.000000,0,0.000000,0.000000
116,3.279442,1.000000,1.000000,0,0.000000,0.000000
117,3.324104,1.000000,1.000000,0,0.000000,0.000000
118,3.324360,1.000000,1.000000,0,0.000000,0.000000
119,3.367077,1.000000,1.000000,0,0.000000,0.000000
120,3.410934,1.000000,1.000000,0,0.000000,0.000000
121,3.411186,1.000000,1.000000,0,0.000000,0.000000
122,3.454268,1.000000,1.000000,0,0.000000,0.000000
123,3.498682,1.000000,1.000000,0,0.000000,0.000000
124,3.498947,1.000000,1.000000,0,0.000000,0.000000
125,3.541576,1.000000,1.000000,0,0.000000,0.000000
126,3.585390,1.000000,1.000000,0,0.000000,0.000000
127,3.585649,1.000000,1.000000,0,0.000000,0.000000
128,3.629738,1.000000,1.000000,0,0.000000,0.000000
129,3.675043,1.000000,1.000000,0,0.000000,0.000000
130,3.675322,1.000000,1.000000,0,0.000000,0.000000
131,3.718105,1.000000,1.000000,0,0.000000,0.000000
132,3.762125,1.000000,1.000000,0,0.000000,0.000000
133,3.762400,1.000000,1.000000,0,0.000000,0.000000
134,3.805853,1.000000,1.000000,0,0.000000,0.000000
135,3.850586,1.000000,1.000000,0,0.000000,0.000000
136,3.850887,1.000000,1.000000,0,0.000000,0.000000
137,3.893677,1.000000,1.000000,0,0.000000,0.000000
138,3.937733,1.000000,1.000000,0,0.000000,0.000000
139,3.937996,1.000000,1.000000,0,0.000000,0.000000
140,3.981352,1.000000,1.000000,0,0.000000,0.000000
141,4.025955,1.000000,1.000000,0,0.000000,0.000000
