frame,real_seconds,game_seconds,speed,held,leg_angle,action,charge,spin,torso_x,arm_x,hand_y,hand_forward,hand_side,body_y
0,0.0740,0.0063,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.8198,0.5445,0.5532,0.1800
1,0.1373,0.0846,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
2,0.2009,0.1475,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
3,0.2639,0.2108,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
4,0.3252,0.2739,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
5,0.3869,0.3354,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
6,0.4483,0.3974,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
7,0.5106,0.4585,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
8,0.5718,0.5202,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
9,0.6321,0.5821,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
10,0.6942,0.6424,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
11,0.7719,0.7038,0.0000,True,0.000,hero-cheska-raise,-1.0000,0.0000,0.000,0.000,0.7148,0.5568,0.5656,0.1800
12,0.8338,0.7824,0.0000,True,2.997,hero-cheska-raise,-1.0000,0.0000,7.834,13.072,0.0112,-0.2362,0.4615,0.1800
13,0.8954,0.8439,0.0000,True,2.989,hero-cheska-raise,-1.0000,0.0000,-5.965,-85.070,0.7397,0.5616,0.5931,0.1800
14,0.9587,0.9055,0.0000,True,2.989,hero-cheska-raise,-1.0000,0.0000,-5.666,-85.668,0.7360,0.5653,0.5884,0.1800
15,1.0212,0.9688,0.0000,True,2.989,hero-cheska-raise,-1.0000,0.0000,-5.249,-86.501,0.7288,0.5707,0.5824,0.1800
16,1.0959,1.0309,0.0000,True,2.989,hero-cheska-raise,-1.0000,0.0000,-5.007,-86.985,0.7259,0.5732,0.5785,0.1800
17,1.1603,1.1062,0.0000,True,2.570,hero-cheska-raise,-1.0000,0.0000,-4.295,-79.892,0.5846,0.5816,0.5666,0.1800
18,1.2225,1.1702,0.0000,True,1.661,hero-cheska-raise,-1.0000,0.0000,-2.771,-51.550,0.2815,0.4823,0.5429,0.1800
19,1.2831,1.2322,0.0000,True,0.707,hero-cheska-raise,-1.0000,0.0000,-1.178,-21.906,0.0491,0.2274,0.5181,0.1800
20,1.3448,1.2933,0.0000,True,0.085,hero-cheska-raise,-1.0000,0.0000,-0.141,-2.629,-0.0167,0.0096,0.5016,0.1800
21,1.4077,1.3555,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,-1.262,-0.0080,0.0000,0.5226,0.1800
22,1.4719,1.4173,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,-11.007,0.3482,0.3637,0.7227,0.1800
23,1.5352,1.4819,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7504,0.5452,0.5538,0.1800
24,1.5996,1.5457,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7511,0.5449,0.5536,0.1800
25,1.6614,1.6091,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7515,0.5448,0.5534,0.1800
26,1.7294,1.6714,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7518,0.5447,0.5533,0.1800
27,1.7967,1.7398,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7520,0.5446,0.5533,0.1800
28,1.8608,1.8080,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7522,0.5446,0.5532,0.1800
29,1.9223,1.8711,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5446,0.5532,0.1800
30,1.9843,1.9324,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
31,2.0493,1.9940,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
32,2.1143,2.0594,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
33,2.1771,2.1240,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
34,2.2406,2.1870,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
35,2.3036,2.2505,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
36,2.3645,2.3136,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
37,2.4262,2.3745,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
38,2.4892,2.4367,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
39,2.5533,2.4998,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
40,2.6190,2.5644,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
41,2.6820,2.6288,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
42,2.7430,2.6919,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
