frame,real_seconds,game_seconds,speed,held,leg_angle,action,charge,spin,torso_x,arm_x,hand_y,hand_forward,hand_side,body_y
0,0.0817,0.0402,0.0000,True,0.000,holding-right,-1.0000,0.0000,-0.160,-5.284,0.4036,0.2121,0.8367,0.1800
1,0.1435,0.1273,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
2,0.2027,0.1869,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
3,0.2630,0.2464,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
4,0.3265,0.3069,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
5,0.3876,0.3701,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
6,0.4489,0.4314,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
7,0.5084,0.4921,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
8,0.5679,0.5521,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
9,0.6272,0.6115,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
10,0.6871,0.6706,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
11,0.7748,0.7311,0.0000,True,0.000,hero-cheska-frostwave,-1.0000,0.0000,0.000,0.000,0.7232,0.5541,0.5629,0.1800
12,0.8398,0.8211,0.0000,True,5.524,hero-cheska-frostwave,-1.0000,0.0000,4.968,-54.573,0.2392,0.5077,0.4662,0.1800
13,0.9008,0.8833,0.0000,True,6.822,hero-cheska-frostwave,-1.0000,0.0000,4.914,-39.693,0.1415,0.3985,0.1130,0.1800
14,0.9637,0.9448,0.0000,True,6.379,hero-cheska-frostwave,-1.0000,0.0000,4.602,-38.797,0.1317,0.3919,0.1220,0.1800
15,1.0260,1.0071,0.0000,True,6.018,hero-cheska-frostwave,-1.0000,0.0000,4.342,-38.065,0.1239,0.3863,0.1292,0.1800
16,1.0892,1.0697,0.0000,True,5.540,hero-cheska-frostwave,-1.0000,0.0000,4.043,-35.159,0.0973,0.3569,0.1531,0.1800
17,1.1515,1.1330,0.0000,True,3.807,hero-cheska-frostwave,-1.0000,0.0000,2.899,-24.133,0.0150,0.2355,0.2502,0.1800
18,1.2145,1.1952,0.0000,True,1.712,hero-cheska-frostwave,-1.0000,0.0000,1.371,-10.843,-0.0320,0.0844,0.3821,0.1800
19,1.2834,1.2576,0.0000,True,0.216,hero-cheska-frostwave,-1.0000,0.0000,0.179,-1.369,-0.0226,-0.0096,0.4843,0.1800
20,1.3638,1.3283,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,-1.489,-0.0058,0.0040,0.5269,0.1800
21,1.4411,1.4091,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,-8.752,0.5061,0.4568,0.6939,0.1800
22,1.5205,1.4891,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7506,0.5451,0.5537,0.1800
23,1.5845,1.5649,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7513,0.5449,0.5535,0.1800
24,1.6481,1.6282,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7516,0.5448,0.5534,0.1800
25,1.7104,1.6914,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7519,0.5447,0.5533,0.1800
26,1.7709,1.7541,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7520,0.5446,0.5533,0.1800
27,1.8320,1.8140,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7522,0.5446,0.5532,0.1800
28,1.8922,1.8751,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7522,0.5446,0.5532,0.1800
29,1.9523,1.9355,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
30,2.0148,1.9957,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
31,2.0757,2.0581,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
32,2.1374,2.1192,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
33,2.1972,2.1803,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
34,2.2586,2.2404,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
35,2.3185,2.3017,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
36,2.3822,2.3625,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
37,2.4431,2.4256,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
38,2.5030,2.4862,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
39,2.5633,2.5460,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
40,2.6233,2.6067,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
41,2.6829,2.6666,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
42,2.7428,2.7260,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
43,2.8042,2.7860,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
44,2.8652,2.8479,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
45,2.9246,2.9085,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
46,2.9839,2.9678,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
47,3.0439,3.0271,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
48,3.1107,3.0871,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
49,3.1758,3.1550,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
50,3.2403,3.2191,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5445,0.5532,0.1800
