frame,real_seconds,game_seconds,speed,held,leg_angle,action,charge,spin,torso_x,arm_x,hand_y,hand_forward,hand_side,body_y
0,0.0752,0.0059,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.5753,0.2797,0.5559,0.1800
1,0.1390,0.0846,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.5071,0.2797,0.5559,0.1800
2,0.1987,0.1483,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.5071,0.2797,0.5559,0.1800
3,0.2635,0.2084,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.5071,0.2797,0.5559,0.1800
4,0.3373,0.2730,0.0000,True,0.000,hero-nemu-project,-1.0000,0.0000,0.000,0.000,0.5071,0.2797,0.5559,0.1800
5,0.4049,0.3500,2.6565,True,4.656,hero-nemu-project,-1.0000,0.0000,11.550,-59.155,0.4221,0.1787,0.5402,0.1800
6,0.4686,0.4162,2.6565,True,13.837,hero-nemu-project,-1.0000,0.0000,-34.767,-76.100,0.9994,0.2312,0.1032,0.1800
7,0.5311,0.4788,2.6565,True,12.560,hero-nemu-project,-1.0000,0.0000,-31.351,-81.340,0.9499,0.2862,0.1027,0.1800
8,0.5955,0.5411,2.6565,True,10.649,hero-nemu-project,-1.0000,0.0000,-26.282,-89.136,0.8588,0.3549,0.1083,0.1800
9,0.6584,0.6053,2.6565,True,9.839,hero-nemu-project,-1.0000,0.0000,-24.158,-87.050,0.8115,0.3800,0.1130,0.1800
10,0.7217,0.6685,2.6565,True,8.019,hero-nemu-project,-1.0000,0.0000,-19.600,-70.823,0.6390,0.4265,0.1316,0.1800
11,0.7833,0.7314,2.6565,True,4.876,hero-nemu-project,-1.0000,0.0000,-11.828,-42.967,0.3336,0.3623,0.1878,0.1800
12,0.8444,0.7931,2.6565,True,1.828,hero-nemu-project,-1.0000,0.0000,-4.404,-16.087,0.1181,0.1522,0.2549,0.1800
13,0.9078,0.8544,2.6565,True,0.091,hero-nemu-project,-1.0000,0.0000,-0.219,-0.803,0.0582,-0.0035,0.2901,0.1800
14,0.9691,0.9175,2.6565,True,1.667,holding-right,-1.0000,0.0000,0.000,-0.831,0.0653,-0.0034,0.3099,0.1800
