frame,real_seconds,game_seconds,speed,held,leg_angle,action,charge,spin,torso_x,arm_x,hand_y,hand_forward,hand_side,body_y
0,0.0780,0.0080,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.8162,0.5485,0.5555,0.1800
1,0.1369,0.0906,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5485,0.5555,0.1800
2,0.1975,0.1485,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5485,0.5555,0.1800
3,0.2584,0.2102,2.6565,True,6.667,holding-right,-1.0000,0.0000,0.000,0.000,0.7851,0.5707,0.5555,0.1800
4,0.3329,0.2705,2.6565,True,0.000,hero-zack-sprint,-1.0000,0.0000,0.000,0.000,0.7419,0.5622,0.5485,0.1800
5,0.3958,0.3475,3.3206,True,344.746,hero-zack-sprint,-1.0000,0.0000,15.806,26.480,0.2723,-0.4152,0.4875,0.1800
6,0.4590,0.4088,3.3206,True,331.373,hero-zack-sprint,-1.0000,0.0000,26.959,49.896,0.6728,-0.5558,0.3449,0.1800
7,0.5199,0.4714,3.3206,True,340.760,hero-zack-sprint,-1.0000,0.0000,32.155,28.995,0.4159,-0.4177,0.4486,0.1800
8,0.5853,0.5326,3.3206,True,9.330,hero-zack-sprint,-1.0000,0.0000,34.739,-34.809,-0.0725,0.3629,0.3529,0.1800
9,0.6458,0.5976,3.3206,True,21.731,hero-zack-sprint,-1.0000,0.0000,30.986,-64.169,0.0546,0.7399,0.1155,0.1800
10,0.7086,0.6602,3.3206,True,1.441,hero-zack-sprint,-1.0000,0.0000,34.908,-16.565,-0.0416,0.1148,0.4481,0.1800
11,0.7713,0.7214,3.3206,True,336.757,hero-zack-sprint,-1.0000,0.0000,30.408,38.051,0.5182,-0.4686,0.4269,0.1800
12,0.8318,0.7840,3.3206,True,336.842,hero-zack-sprint,-1.0000,0.0000,25.482,39.573,0.5052,-0.4961,0.4290,0.1800
13,0.8951,0.8457,3.3206,True,351.224,hero-zack-sprint,-1.0000,0.0000,10.344,14.957,0.1086,-0.2540,0.5175,0.1800
14,0.9556,0.9077,3.3206,True,0.000,hero-zack-sprint,-1.0000,0.0000,0.000,0.000,-0.0234,-0.0215,0.4979,0.1800
15,1.0178,0.9680,3.3206,True,358.429,holding-right,-1.0000,0.0000,0.078,-1.246,-0.0037,0.0002,0.5240,0.1800
16,1.0828,1.0314,3.3206,True,323.711,holding-right,-1.0000,0.0000,0.035,-10.857,0.4615,0.4014,0.7235,0.1800
17,1.1457,1.0954,3.3206,True,351.857,holding-right,-1.0000,0.0000,0.000,0.000,0.7792,0.6058,0.5552,0.1800
18,1.2139,1.1603,3.3206,True,36.262,holding-right,-1.0000,0.0000,0.000,0.000,0.8584,0.6056,0.5553,0.1800
19,1.2798,1.2281,3.3206,True,35.717,holding-right,-1.0000,0.0000,0.000,0.000,0.8586,0.6055,0.5554,0.1800
20,1.3418,1.2922,3.3206,True,351.340,holding-right,-1.0000,0.0000,0.000,0.000,0.7813,0.6054,0.5554,0.1800
21,1.4047,1.3542,3.3206,True,317.726,holding-right,-1.0000,0.0000,0.000,0.000,0.8586,0.6053,0.5555,0.1800
22,1.4664,1.4173,3.3206,True,331.775,holding-right,-1.0000,0.0000,0.000,0.000,0.8495,0.6053,0.5555,0.1800
23,1.5289,1.4801,3.3206,True,18.182,holding-right,-1.0000,0.0000,0.000,0.000,0.8233,0.6052,0.5555,0.1800
