frame,real_seconds,game_seconds,speed,held,leg_angle,action,charge,spin,torso_x,arm_x,hand_y,hand_forward,hand_side,body_y
0,0.0753,0.0064,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,1.1540,0.5573,0.5647,0.1800
1,0.1374,0.0860,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,1.0868,0.5573,0.5647,0.1800
2,0.1965,0.1471,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,1.0868,0.5573,0.5647,0.1800
3,0.2556,0.2062,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,1.0868,0.5573,0.5647,0.1800
4,0.3246,0.2662,0.0000,True,0.000,hero-sean-ignite,-1.0000,0.0000,0.000,0.000,1.0868,0.5573,0.5647,0.1800
5,0.3871,0.3357,0.0000,True,6.159,hero-sean-ignite,-1.0000,0.0000,-3.867,40.488,0.4291,-0.3439,0.3576,0.1800
6,0.4486,0.3976,0.0000,True,9.981,hero-sean-ignite,-1.0000,0.0000,17.326,-88.090,0.8338,0.4766,0.8703,0.1800
7,0.5101,0.4588,0.0000,True,8.757,hero-sean-ignite,-1.0000,0.0000,14.940,-86.199,0.8099,0.4965,0.8317,0.1800
8,0.5764,0.5218,0.0000,True,7.175,hero-sean-ignite,-1.0000,0.0000,11.927,-78.816,0.7756,0.5157,0.7812,0.1800
9,0.6419,0.5878,0.0000,True,6.329,hero-sean-ignite,-1.0000,0.0000,10.438,-70.522,0.7131,0.5029,0.7487,0.1800
10,0.7068,0.6527,0.0000,True,3.924,hero-sean-ignite,-1.0000,0.0000,6.360,-43.727,0.5182,0.3875,0.6570,0.1800
11,0.7968,0.7189,0.0000,True,1.224,hero-sean-ignite,-1.0000,0.0000,1.943,-13.641,0.3630,0.1560,0.5769,0.1800
12,0.8659,0.8084,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,-1.544,0.3415,0.0525,0.5786,0.1800
13,0.9332,0.8767,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,-10.463,0.7582,0.4306,0.7370,0.1800
14,0.9972,0.9447,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,1.0868,0.5573,0.5647,0.1800
15,1.0660,1.0076,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,1.0868,0.5573,0.5647,0.1800
16,1.1286,1.0770,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,1.0868,0.5573,0.5647,0.1800
17,1.1908,1.1392,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,1.0868,0.5573,0.5647,0.1800
18,1.2520,1.2012,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,1.0868,0.5573,0.5647,0.1800
19,1.3236,1.2641,0.0000,True,0.000,holding-right,0.0000,0.0000,0.000,0.000,1.0868,0.5573,0.5647,0.1800
20,1.3870,1.3354,0.0000,True,0.000,holding-right,0.0285,0.0000,-1.584,-5.617,1.0978,0.4796,0.6528,0.1800
21,1.4517,1.3982,0.0000,True,0.000,holding-right,0.0537,0.0000,-2.821,-10.000,1.1040,0.4113,0.7131,0.1800
22,1.5207,1.4639,0.0000,True,0.000,holding-right,0.0799,0.0000,-3.972,-14.078,1.1079,0.3428,0.7621,0.1800
23,1.5859,1.5320,0.0000,True,0.000,holding-right,0.1072,0.0000,-5.030,-17.819,1.1100,0.2765,0.8008,0.1800
24,1.6533,1.5995,0.0000,True,0.000,holding-right,0.1342,0.0000,-5.958,-21.096,1.1107,0.2164,0.8296,0.1800
25,1.7171,1.6653,0.0000,True,0.000,holding-right,0.1605,0.0000,-6.761,-23.929,1.1104,0.1631,0.8506,0.1800
26,1.7812,1.7290,0.0000,True,0.000,holding-right,0.1860,0.0000,-7.453,-26.364,1.1096,0.1166,0.8659,0.1800
27,1.8445,1.7924,0.0000,True,0.000,holding-right,0.2113,0.0000,-8.067,-28.522,1.1085,0.0751,0.8772,0.1800
28,1.9069,1.8557,0.0000,True,0.000,holding-right,0.2366,0.0000,-8.614,-30.443,1.1071,0.0379,0.8855,0.1800
29,1.9774,1.9186,0.0000,False,0.000,holding-right,-1.0000,0.0000,-9.060,-32.008,1.0643,0.0080,0.8600,0.1800
30,2.0400,1.9882,0.0000,False,0.000,idle,-1.0000,0.0000,11.239,-5.263,1.1305,0.7684,0.2271,0.1800
31,2.1024,2.0504,0.0000,False,0.000,idle,-1.0000,0.0000,15.104,2.490,1.0260,0.8072,-0.0265,0.1800
32,2.1654,2.1126,0.0000,False,0.000,idle,-1.0000,0.0000,16.917,6.047,0.9709,0.7833,-0.1485,0.1800
33,2.2277,2.1755,0.0000,False,0.000,idle,-1.0000,0.0000,14.615,1.736,0.9660,0.8274,0.0004,0.1800
34,2.2915,2.2388,0.0000,False,0.000,idle,-1.0000,0.0000,9.797,-4.088,0.9545,0.8056,0.3220,0.1800
35,2.3602,2.3023,0.0000,False,0.000,idle,-1.0000,0.0000,4.099,-6.805,0.9006,0.5929,0.6744,0.1800
36,2.4222,2.3710,0.0000,False,0.000,idle,-1.0000,0.0000,-0.802,-4.302,0.7702,0.2463,0.8771,0.1800
37,2.4863,2.4331,0.0000,False,0.000,idle,-1.0000,0.0000,-2.559,-0.529,0.6574,0.0417,0.8914,0.1800
38,2.5800,2.4968,0.0000,False,0.000,idle,-1.0000,0.0000,-1.588,0.000,0.6094,0.0239,0.8712,0.1800
39,2.6503,2.5084,0.0000,False,0.000,idle,-1.0000,0.0000,-1.359,0.000,0.6033,0.0245,0.8681,0.1800
40,2.7175,2.5798,0.0000,False,0.000,idle,-1.0000,0.0000,-0.089,0.000,0.5825,0.0268,0.8573,0.1800
