time,elapsed,host,local,round,x,y,z,trip,stun,mash,holding,shoeActive,shoeState,shoeX,shoeY,shoeZ,episode,ack,map,swimming,swimAnimation,floating,eyeY
10.5716,0.0000,1,0,1,-1.8000,0.0000,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.8332,8.3745,2,0,3,0,0,0,1.2500
10.6221,0.0505,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9084,8.3745,2,0,3,0,0,0,1.4300
10.6724,0.1008,1,0,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
10.7235,0.1519,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
10.7736,0.2020,1,0,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
10.8244,0.2528,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
10.8757,0.3041,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
10.9258,0.3542,1,0,1,-1.8000,0.1094,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
10.9767,0.4051,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
11.0276,0.4560,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
11.0783,0.5067,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
11.1286,0.5570,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
11.1790,0.6074,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
11.2290,0.6574,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
11.2790,0.7074,1,0,1,-1.8000,0.1617,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
11.3308,0.7592,1,0,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
11.3816,0.8100,1,0,1,-8.4000,0.1000,7.0000,0.0000,0.0000,0,1,1,1,-8.9232,0.9332,7.5733,2,0,3,0,0,0,1.4300
11.4317,0.8601,1,0,1,-8.5518,0.4240,7.0000,0.0000,0.0000,0,1,1,1,-9.2427,1.1238,7.2122,2,0,3,0,0,0,1.4300
11.4827,0.9111,1,0,1,-8.6761,0.6384,7.0000,0.0000,0.0000,0,1,1,1,-9.3401,1.4201,7.2751,2,0,3,0,0,0,1.4300
11.5327,0.9611,1,0,1,-8.7423,0.7483,7.0000,0.0000,0.0000,0,1,1,1,-9.3663,1.6470,7.3906,2,0,3,0,0,0,1.4300
11.5831,1.0115,1,0,1,-8.7827,0.8153,7.0000,0.0000,0.0000,0,1,1,1,-9.4331,1.7825,7.3782,2,0,3,0,0,0,1.4300
11.6333,1.0617,1,0,1,-8.7894,0.8264,7.0000,0.0000,0.0000,0,1,1,1,-9.4673,1.8524,7.3728,2,0,3,0,0,0,1.4300
11.6841,1.1125,1,0,1,-8.7917,0.8303,7.0000,0.0000,0.0000,0,1,1,1,-9.4875,1.8780,7.3724,2,0,3,0,0,0,1.4300
11.7343,1.1627,1,0,1,-8.7921,0.8309,7.0000,0.0000,0.0000,0,1,1,1,-9.5022,1.8781,7.3750,2,0,3,0,0,0,1.4300
11.7846,1.2130,1,0,1,-8.7921,0.8310,7.0000,0.0000,0.0000,0,1,1,1,-9.5142,1.8672,7.3788,2,0,3,0,0,0,1.4300
11.8346,1.2630,1,0,1,-8.7921,0.8310,7.0000,0.0000,0.0000,0,1,1,1,-9.5227,1.8555,7.3819,2,0,3,0,0,0,1.4300
11.8850,1.3134,1,0,1,-8.7921,0.8310,7.0000,0.0000,0.0000,0,1,1,1,-9.5269,1.8489,7.3835,2,0,3,0,0,0,1.4300
11.9350,1.3634,1,0,1,-9.5728,0.7428,7.0000,0.0000,0.0000,0,1,1,1,-9.5220,1.8400,7.6853,2,0,3,0,0,0,1.4300
11.9854,1.4138,1,0,1,-9.6228,0.6914,7.0000,0.0000,0.0000,0,1,1,1,-9.3586,1.8183,7.8059,2,0,3,0,0,0,1.4300
12.0360,1.4644,1,0,1,-9.9917,-0.0807,7.0000,0.0000,0.0000,0,1,1,1,-9.3471,1.6081,7.6956,2,0,3,0,0,0,1.4300
12.0868,1.5152,1,0,1,-10.0485,-0.2960,7.0000,0.0000,0.0000,0,1,1,1,-9.5349,1.2224,7.6369,2,0,3,0,0,0,1.4300
12.1379,1.5663,1,0,1,-10.1207,-0.6713,7.0000,0.0000,0.0000,0,1,1,1,-9.6506,0.8310,7.6373,2,0,3,0,0,0,1.4300
12.1884,1.6168,1,0,1,-10.2246,-0.8504,7.0000,0.0000,0.0000,0,1,1,1,-9.9896,0.6156,7.6935,2,0,3,1,1,0,1.4300
12.2387,1.6671,1,0,1,-10.2967,-0.8982,7.0000,0.0000,0.0000,0,1,1,1,-10.4381,0.5409,7.6502,2,0,3,1,1,0,1.4300
12.2896,1.7180,1,0,1,-10.3261,-0.9110,7.0000,0.0000,0.0000,0,1,1,1,-10.8457,0.4388,7.4948,2,0,3,1,1,0,1.4300
12.3404,1.7688,1,0,1,-10.4435,-0.9260,7.0000,0.0000,0.0000,0,1,1,1,-11.1439,0.2521,7.3326,2,0,3,1,1,0,1.4300
12.3913,1.8197,1,0,1,-10.4940,-0.9182,7.0000,0.0000,0.0000,0,1,1,1,-11.3044,0.0565,7.2128,2,0,3,1,1,0,1.4300
12.4417,1.8701,1,0,1,-10.5902,-0.8989,7.0000,0.0000,0.0000,0,1,1,1,-11.3801,0.0623,7.2177,2,0,3,1,1,0,1.4300
12.4924,1.9208,1,0,1,-10.6355,-0.8932,7.0000,0.0000,0.0000,0,1,1,1,-11.4414,0.0692,7.2221,2,0,3,1,1,0,1.4300
12.5424,1.9708,1,0,1,-10.7370,-0.8829,7.0000,0.0000,0.0000,0,1,1,1,-11.5196,0.0774,7.2259,2,0,3,1,1,0,1.4300
12.5924,2.0208,1,0,1,-10.7957,-0.8786,7.0000,0.0000,0.0000,0,1,1,1,-11.5938,0.0831,7.2309,2,0,3,1,1,0,1.4300
12.6431,2.0715,1,0,1,-10.8837,-0.8735,7.0000,0.0000,0.0000,0,1,1,1,-11.6655,0.0856,7.2620,2,0,3,1,1,0,1.4300
12.6934,2.1218,1,0,1,-10.9424,-0.8710,7.0000,0.0000,0.0000,0,1,1,1,-11.7421,0.0832,7.3341,2,0,3,1,1,0,1.4300
12.7434,2.1718,1,0,1,-11.0304,-0.8689,7.0000,0.0000,0.0000,0,1,1,1,-11.8039,0.0718,7.4419,2,0,3,1,1,0,1.4300
12.7940,2.2224,1,0,1,-11.1103,-0.8683,7.0000,0.0000,0.0000,0,1,1,1,-11.8389,0.0498,7.5696,2,0,3,1,1,0,1.4300
12.8445,2.2729,1,0,1,-11.1772,-0.8689,7.0000,0.0000,0.0000,0,1,1,1,-11.8432,0.0239,7.6821,2,0,3,1,1,0,1.4300
