time,elapsed,host,local,round,x,y,z,trip,stun,mash,holding,shoeActive,shoeState,shoeX,shoeY,shoeZ,episode,ack,map,swimming,swimAnimation,floating,eyeY
10.8281,0.0000,0,1,1,-1.8000,0.0000,9.0000,0.0000,0.0000,0,0,1,1,-2.2949,0.8165,8.3824,2,0,3,0,0,0,1.2500
10.8792,0.0511,0,1,1,-1.8000,0.0000,9.0000,0.0000,0.0000,0,0,1,1,-2.5461,0.6351,8.5338,2,0,3,0,0,0,1.2500
10.9301,0.1020,0,1,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,0,1,1,-2.6532,0.5531,8.8113,2,0,3,0,0,0,1.4300
10.9804,0.1523,0,1,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,0,1,1,-2.6665,0.5332,8.8777,2,0,3,0,0,0,1.4300
11.0314,0.2033,0,1,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,0,1,1,-2.6822,0.5739,8.8774,2,0,3,0,0,0,1.4300
11.0817,0.2536,0,1,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,0,1,1,-2.6935,0.6081,8.8787,2,0,3,0,0,0,1.4300
11.1327,0.3046,0,1,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,1,1,1,-2.6626,0.7175,8.7206,2,0,3,0,0,0,1.4300
11.1832,0.3550,0,1,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,1,1,1,-2.4775,0.8596,8.4830,2,0,3,0,0,0,1.4300
11.2334,0.4053,0,1,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
11.2838,0.4557,0,1,1,-1.8000,0.1800,9.0000,0.0000,0.0000,0,1,1,1,-2.2596,0.9332,8.3745,2,0,3,0,0,0,1.4300
11.3351,0.5070,0,1,1,-8.4000,0.1000,7.0000,0.0000,0.0000,0,1,1,1,-8.8595,0.9332,6.3745,2,0,3,0,0,0,1.3500
11.3862,0.5580,0,1,1,-8.5518,0.4240,7.0000,0.0000,0.0000,0,1,1,1,-9.2808,1.5226,6.7909,2,0,3,0,0,0,1.6740
11.7932,0.9651,0,1,1,-9.5132,0.8040,7.0000,0.0000,0.0000,0,1,1,1,-9.1463,1.8842,7.7136,2,0,3,0,0,0,2.0540
11.8575,1.0294,0,1,1,-9.6650,0.6000,7.0000,0.0000,0.0000,0,1,1,1,-9.2974,1.7069,7.6942,2,0,3,0,0,0,1.8500
11.9355,1.1074,0,1,1,-9.8674,0.2160,7.0000,0.0000,0.0000,0,1,1,1,-9.4974,1.3899,7.6332,2,0,3,0,0,0,1.4660
11.9959,1.1678,0,1,1,-10.0192,-0.1560,7.0000,0.0000,0.0000,0,1,1,1,-9.6464,1.0362,7.6059,2,0,3,0,0,0,1.0940
12.0641,1.2360,0,1,1,-10.1072,-0.6000,7.0000,0.0000,0.0000,0,1,1,1,-9.7355,0.5138,7.6754,2,0,3,0,0,0,0.6500
12.1315,1.3034,0,1,1,-10.2246,-0.8504,7.0000,0.0000,0.0000,0,1,1,1,-10.2443,0.4062,7.7093,2,0,3,1,1,0,0.3996
12.2007,1.3726,0,1,1,-10.3127,-0.9044,7.0000,0.0000,0.0000,0,1,1,1,-10.8202,0.4190,7.5173,2,0,3,1,1,0,0.3456
12.2686,1.4405,0,1,1,-10.4007,-0.9260,7.0000,0.0000,0.0000,0,1,1,1,-11.2029,0.2127,7.3111,2,0,3,1,1,0,0.3240
12.3368,1.5087,0,1,1,-10.5181,-0.9105,7.0000,0.0000,0.0000,0,1,1,1,-11.3927,0.0596,7.2148,2,0,3,1,1,0,0.3395
12.4056,1.5774,0,1,1,-10.6062,-0.8968,7.0000,0.0000,0.0000,0,1,1,1,-11.4779,0.0734,7.2211,2,0,3,1,1,0,0.3532
12.4741,1.6460,0,1,1,-10.6942,-0.8869,7.0000,0.0000,0.0000,0,1,1,1,-11.5633,0.0824,7.2259,2,0,3,1,1,0,0.3631
12.5419,1.7138,0,1,1,-10.8116,-0.8776,7.0000,0.0000,0.0000,0,1,1,1,-11.6799,0.0892,7.2406,2,0,3,1,1,0,0.3724
12.6103,1.7822,0,1,1,-10.8996,-0.8728,7.0000,0.0000,0.0000,0,1,1,1,-11.7698,0.0868,7.3175,2,0,3,1,1,0,0.3772
12.6800,1.8518,0,1,1,-11.0170,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-11.8682,0.0697,7.4659,2,0,3,1,1,0,0.3806
12.7470,1.9189,0,1,1,-11.1051,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-11.8914,0.0363,7.6306,2,0,3,1,1,0,0.3806
12.8157,1.9876,0,1,1,-11.1931,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-11.8944,0.0042,7.7478,2,0,3,1,1,0,0.3806
12.8852,2.0571,0,1,1,-11.3105,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-11.9674,-0.0147,7.7914,2,0,3,1,1,0,0.3806
12.9544,2.1263,0,1,1,-11.3986,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-12.0432,-0.0315,7.8024,2,0,3,1,1,0,0.3806
13.0230,2.1949,0,1,1,-11.5159,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-12.1079,-0.0735,7.8424,2,0,3,1,1,0,0.3806
13.0900,2.2619,0,1,1,-11.6040,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-12.0660,-0.1504,7.9043,2,0,3,1,1,0,0.3806
13.1569,2.3288,0,1,1,-11.6920,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-11.9668,-0.2361,7.9308,2,0,3,1,1,0,0.3806
13.2239,2.3958,0,1,1,-11.8094,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-12.0683,-0.2552,7.9267,2,0,3,1,1,0,0.3806
13.2927,2.4646,0,1,1,-11.8975,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-12.3968,-0.2168,7.8750,2,0,3,1,1,0,0.3806
13.3596,2.5314,0,1,1,-12.0149,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-12.8274,-0.0988,7.6195,2,0,3,1,1,0,0.3806
13.4303,2.6021,0,1,1,-12.1029,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-13.0045,0.0084,7.3533,2,0,3,1,1,0,0.3806
13.4973,2.6692,0,1,1,-12.2203,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-13.1203,0.0516,7.2438,2,0,3,1,1,0,0.3806
13.5728,2.7447,0,1,1,-12.3083,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-13.1998,0.0736,7.1975,2,0,3,1,1,0,0.3806
13.6392,2.8111,0,1,1,-12.4257,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-13.3133,0.0822,7.1926,2,0,3,1,1,0,0.3806
13.7174,2.8893,0,1,1,-12.5431,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-13.4274,0.0888,7.1988,2,0,3,1,1,0,0.3806
13.7869,2.9588,0,1,1,-12.5431,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-13.3291,0.2603,7.2877,2,0,3,1,1,0,0.3806
13.8557,3.0275,0,1,1,-12.5431,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-13.1454,0.3846,7.3787,2,0,3,1,1,0,0.3806
13.9224,3.0943,0,1,1,-12.5431,-0.8694,7.0000,0.0000,0.0000,0,1,1,1,-12.9144,0.4131,7.4780,2,0,3,1,1,0,0.3806
