frame,real_seconds,game_seconds,speed,held,leg_angle,action,charge,spin,torso_x,arm_x,hand_y,hand_forward,hand_side,body_y
0,0.1264,0.0081,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.8138,0.5513,0.5323,0.1800
1,0.2524,0.1409,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7499,0.5513,0.5323,0.1800
2,0.5036,0.2660,0.0000,True,0.000,hero-dante-fissure,-1.0000,0.0000,0.000,0.000,0.7499,0.5513,0.5323,0.1800
3,0.6647,0.5217,0.0000,True,9.265,hero-dante-fissure,-1.0000,0.0000,-34.631,-53.369,1.1825,-0.1374,0.6571,0.1800
4,0.8608,0.7208,0.0000,True,13.223,hero-dante-fissure,-1.0000,0.0000,51.179,-30.786,0.0685,0.1066,0.4925,0.1800
5,1.0296,0.8758,0.0000,True,10.429,hero-dante-fissure,-1.0000,0.0000,37.575,-22.329,0.0600,0.0878,0.5075,0.1800
6,1.2118,1.0470,0.0000,True,6.970,hero-dante-fissure,-1.0000,0.0000,23.901,-14.341,0.0467,0.0587,0.5123,0.1800
7,1.3654,1.2278,0.0000,True,0.296,hero-dante-fissure,-1.0000,0.0000,0.988,-0.593,-0.0122,0.0026,0.4899,0.1800
8,1.5478,1.3810,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,-2.296,0.0081,0.0395,0.5337,0.1800
9,1.6942,1.5625,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7523,0.5507,0.5317,0.1800
10,1.8327,1.7094,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7502,0.5512,0.5323,0.1800
11,1.9823,1.8470,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7496,0.5514,0.5324,0.1800
12,2.1446,1.9973,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7495,0.5514,0.5325,0.1800
13,2.2981,2.1603,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7496,0.5514,0.5324,0.1800
14,2.4504,2.3131,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7497,0.5513,0.5324,0.1800
15,2.6013,2.4653,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7498,0.5513,0.5324,0.1800
16,2.7643,2.6172,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7499,0.5513,0.5324,0.1800
17,2.9328,2.8015,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7499,0.5513,0.5324,0.1800
18,3.0943,2.9611,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7499,0.5513,0.5324,0.1800
19,3.2462,3.1243,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7499,0.5513,0.5323,0.1800
20,3.4177,3.2840,0.0000,True,0.000,holding-right,-1.0000,0.0000,0.000,0.000,0.7499,0.5513,0.5323,0.1800
