time,elapsed,local,host,charge,windup,active,remaining,circles,sky,frontStun,rearStun,casterStun,frontElement,centreX,centreZ,casterX,casterZ,gameTime,realTime,frameDelta,frontX,frontZ,rearX,rearZ,phaister
22.4804917634418,0.01999664,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.10083612528345,8.72846600204082,0.0117977,3.5,-8,0,7,1
22.5321699314634,0.05998993,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.15200262896825,8.77893800204082,0.0029205,3.5,-8,0,7,1
22.5825483265845,0.7798691,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.20188222789116,8.82849980204082,0.002740398,3.5,-8,0,7,1
22.6346468562796,0.8198624,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.25346493055556,8.87901720204082,0.002390299,3.5,-8,0,7,1
22.6863752163923,0.8798523,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.30468112953515,8.93039720204082,0.002958603,3.5,-8,0,7,1
22.7364779800619,0.9198456,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.35428782596372,8.97978250204082,0.002543998,3.5,-8,0,7,1
22.7875956961093,0.9798355,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.40489942602041,9.03052850204082,0.003325595,3.5,-8,0,7,1
22.838539997011,1.019829,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.45533932823129,9.08089190204082,0.002317701,3.5,-8,0,7,1
22.8891901869653,1.079819,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.50548803146259,9.13116980204082,0.0030634,3.5,-8,0,7,1
22.9416882653558,1.119812,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.55746632653061,9.18304850204082,0.002686295,3.5,-8,0,7,1
22.9926383814844,1.179802,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.60859292800454,9.23418090204082,0.002161799,3.5,-8,0,7,1
23.043779703388,1.239792,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.66025082908163,9.28629570204082,0.0026937,3.5,-8,0,7,1
23.0943295016652,1.279785,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.71131123157596,9.33690600204082,0.002335006,3.5,-8,0,7,1
23.1444581507356,1.339775,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.76194623015873,9.38868350204082,0.002696103,3.5,-8,0,7,1
23.1949432956427,1.379768,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.81294132653061,9.43867360204082,0.002063995,3.5,-8,0,7,1
23.246595654597,1.439758,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.8651154265873,9.49071220204082,0.0022393,3.5,-8,0,7,1
23.2985253150086,1.479752,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.91756962868481,9.54328340204082,0.0021482,3.5,-8,0,7,1
23.3493986445223,1.539742,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.96895683106576,9.59461230204082,0.003176701,3.5,-8,0,7,1
23.4012440507975,1.599731,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.02132592828798,9.64798810204082,0.002375,3.5,-8,0,7,1
23.4527105881029,1.639725,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.07331232993197,9.69989990204082,0.003050404,3.5,-8,0,7,1
23.5029562516848,1.699715,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.12406552579365,9.74967140204082,0.002900198,3.5,-8,0,7,1
23.5530203594093,1.739708,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.17463533163265,9.80090120204082,0.002620607,3.5,-8,0,7,1
23.6033307669486,1.799698,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.22545392573696,9.85114070204082,0.002446095,3.5,-8,0,7,1
23.6548765076231,1.839691,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.27752033021542,9.90295720204082,0.002136005,3.5,-8,0,7,1
23.7071180123417,1.899681,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.33028952664399,9.95616010204082,0.002394699,3.5,-8,0,7,1
23.7575201037992,1.959671,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.38120072987528,10.0080245020408,0.002464101,3.5,-8,0,7,1
23.8089632735844,1.999664,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.43316352749433,10.0588036020408,0.002590901,3.5,-8,0,7,1
23.8590058059525,2.059654,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.48318752834467,10.1094964020408,0.003155003,3.5,-8,0,7,1
23.9102732830029,2.099648,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.53445792942177,10.1599100020408,0.0025393,3.5,-8,0,7,1
23.960392252591,2.159637,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.58469253117914,10.2103897020408,0.003166603,3.5,-8,0,7,1
24.0105975795642,2.199631,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.63535222505669,10.2608966020408,0.002340093,3.5,-8,0,7,1
24.0613706240535,2.259621,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.68611862953515,10.3118573020408,0.002536005,3.5,-8,0,7,1
24.1122277957189,2.299614,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.73699412556689,10.3628623020408,0.002314895,3.5,-8,0,7,1
24.1633041431697,2.359604,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.78804132653061,10.4137307020408,0.001986196,3.5,-8,0,7,1
24.2142876004742,2.399597,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.83905262896825,10.4646150020408,0.002150801,3.5,-8,0,7,1
24.2648897172697,2.459587,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.88966213151927,10.5150690020408,0.002276304,3.5,-8,0,7,1
24.315783628379,2.519577,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.94051072845805,10.5663718020408,0.002510098,3.5,-8,0,7,1
24.3672317266674,2.55957,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.99197672902494,10.6175906020408,0.002512004,3.5,-8,0,7,1
24.4175787796848,2.61956,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.04230863095238,10.6688027020408,0.003361501,3.5,-8,0,7,1
24.4693052514619,2.659554,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.09407733134921,10.7198543020408,0.002355102,3.5,-8,0,7,1
24.5204270067927,2.719543,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.14520302579365,10.7707169020408,0.003100801,3.5,-8,0,7,1
24.5721273945598,2.759537,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.19688142715419,10.8225911020408,0.002555201,3.5,-8,0,7,1
24.6245291909575,2.819527,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.24926322987528,10.8748529020408,0.002406902,3.5,-8,0,7,1
24.6766353800939,2.879517,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.3013775297619,10.9277781020408,0.002483503,3.5,-8,0,7,1
24.7291703068162,2.91951,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.35389112811791,10.9798686020408,0.004038301,3.5,-8,0,7,1
24.7809701991011,2.9795,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.40569862528345,11.0315175020408,0.003395394,3.5,-8,0,7,1
24.8321814102423,3.019493,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.45694073129252,11.0826923020408,0.002265101,3.5,-8,0,7,1
24.8840985785006,3.079483,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.50885182823129,11.1344859020408,0.0028143,3.5,-8,0,7,1
24.9357657893025,3.139473,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.56053262471655,11.1866807020408,0.002686799,3.5,-8,0,7,1
24.9858515096712,3.179466,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.6109435303288,11.2364756020408,0.0026768,3.5,-8,0,7,1
25.0360070837196,3.239456,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.66160572562358,11.2879347020408,0.002440498,3.5,-8,0,7,1
25.0877310198732,3.279449,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.71385212585034,11.3394074020408,0.002425298,3.5,-8,0,7,1
25.139485746529,3.339439,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.76612962726757,11.3918159020408,0.003034503,3.5,-8,0,7,1
25.1915418291744,3.379433,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.81871152919501,11.4444176020408,0.002600801,3.5,-8,0,7,1
25.2418672624975,3.439423,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.86944742772109,11.4952614020408,0.003069402,3.5,-8,0,7,1
25.2933428011113,3.499413,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.92091892715419,11.5471256020408,0.004528798,3.5,-8,0,7,1
25.3454201946547,3.539406,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,7.97296632653061,11.5987310020408,0.002364697,3.5,-8,0,7,1
25.3979904817557,3.599396,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.02550632794784,11.6519966020408,0.003626701,3.5,-8,0,7,1
25.4491710934625,3.639389,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.0767062287415,11.7024646020408,0.002232901,3.5,-8,0,7,1
25.50146995452,3.699379,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.12903772675737,11.7545804020408,0.003072598,3.5,-8,0,7,1
25.554161435666,3.759369,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.18170932539683,11.8086029020408,0.003035395,3.5,-8,0,7,1
25.6079549789964,3.799362,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.23548952664399,11.8625279020408,0.004745302,3.5,-8,0,7,1
25.6588433641195,3.859352,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.28639182964853,11.9120028020408,0.002209304,3.5,-8,0,7,1
25.7110705167684,3.899345,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.33861943027211,11.9651152020408,0.003075801,3.5,-8,0,7,1
25.7615367473615,3.959335,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.38906232993197,12.0149936020408,0.002482604,3.5,-8,0,7,1
25.8132949464628,4.019325,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.44086322987528,12.0670349020408,0.002271103,3.5,-8,0,7,1
25.8649617858534,4.059319,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.49253262471655,12.1179915020408,0.002347095,3.5,-8,0,7,1
25.9158204554161,4.119308,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.54339422477324,12.1689491020408,0.003092793,3.5,-8,0,7,1
25.9666316425125,4.159302,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.59396152919501,12.2196599020408,0.002295203,3.5,-8,0,7,1
26.0184188840748,4.219292,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.6452360260771,12.2706288020408,0.0029857,3.5,-8,0,7,1
26.0698506078683,4.259285,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.69615852465986,12.3217612020408,0.003092297,3.5,-8,0,7,1
26.1204841363407,4.319275,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8,8.74629073129252,12.3719594020408,0.002093601,3.5,-8,0,7,1
