time,elapsed,local,host,s1charges,s2active,s2cooldown,ultcharge,casterX,casterY,casterZ,frontX,frontY,frontZ,rearX,rearY,rearZ,frontTrip,frontStun,casterStun,ward,pillars,shoeX,shoeY,shoeZ,guardTested,afterTested,tremor,plating,orbitStones,rumble,pendingReview,pendingRefreshed,expiredRefreshed,windup,impactBirths,heroIndex,casterPick,casterMode,ultActive,ultRemaining,impactX,impactY,impactZ,impactHeld
18.5347834356315,0.01999664,2,0,2,0,0,12,0,0.01000159,-8,0,0.12,-5.5,0,0.01000314,-9.3,0,0,0,0,0,1.8,0.145,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18.5848791226558,0.05998993,2,0,2,0,0,12,0,0.01000041,-8,0,0.12,-5.5,0,0.01000081,-9.3,0,0,0,0,0,1.8,0.145,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18.635045883134,0.5399094,2,0,2,0,0,12,0,0.01000005,-8,0,0.12,-5.5,0,0.0100001,-9.3,0,0,0,0,0,1.8,0.145,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18.6853401634283,0.5799026,2,0,2,0,0,12,0,0.01000001,-8,0,0.12,-5.5,0,0.01000002,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18.7359047083743,0.6398926,2,0,2,0,0,12,0,0.009999999,-8,0,0.12,-5.5,0,0.01,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18.8027794644609,0.6998825,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18.8530235631578,0.7798691,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18.9031902240217,0.8198624,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18.9698643452302,0.8998489,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.0362150349282,0.9598389,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.1022149719857,1.019829,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.1684491344541,1.099815,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.2345049065538,1.159805,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.3008394571207,1.219795,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.3513367000036,1.279785,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.4013998083025,1.319778,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.4515665748529,1.379768,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.5182333732024,1.419762,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.5849001775123,1.499748,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.6516200977005,1.559738,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.7017173705809,1.599731,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.7520993635803,1.659721,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.8026511812955,1.699715,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.8528178479895,1.759705,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.9195737440512,1.819695,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19.9696357722022,1.879684,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0360090363771,1.939674,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.1020095635205,2.019661,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.1680776112527,2.079651,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.2181671576761,2.119644,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.2682557101734,2.179634,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.3185425608978,2.219627,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.3687093213759,2.279617,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.4188909419067,2.319611,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.4690578154474,2.379601,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.5193078224547,2.419594,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.5696520999446,2.479584,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.6199350930005,2.519577,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.6701019611396,2.579567,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.7203161089681,2.639557,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.7704823731258,2.67955,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.8206349813193,2.73954,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.8711084756069,2.779533,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.9216219810396,2.839523,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.9721906594932,2.879517,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.0226907599531,2.939507,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.0739186641946,2.959503,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.1244187646545,3.019493,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.1750957159325,3.059486,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.2258840742335,3.119476,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.2766409174725,3.179466,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.3271411195211,3.239456,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.377641219981,3.279449,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.4282141444646,3.339439,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.4788205988519,3.379433,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.5299574025162,3.439423,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.5808236341737,3.479416,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.6315341134742,3.539406,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.6822951952182,3.599396,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21.7329175087251,3.659386,2,0,2,0,0,12,0,0.009999998,-8,0,0.12,-5.5,0,0.009999998,-9.3,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
