time,elapsed,local,host,cheska,firstPredicted,secondPredicted,firstDenied,secondDenied,qcharges,echarges,sheets,walls,colliders,sheetX,sheetZ,wallX,wallZ,casterX,casterZ
12.4491078084831,0.01999664,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
12.4996072072287,0.05998993,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
12.5501530639765,0.1199799,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
12.6006529574965,0.1599731,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
12.6519224811097,0.4799194,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
12.7024629837585,0.5199127,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
12.7529632855145,0.5799026,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
12.8034997434293,0.6198959,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
12.8540008597759,0.6798859,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
12.9045766099294,0.7198792,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
12.9550770113928,0.7798691,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.0055779189182,0.8198624,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.0561926527818,0.8798523,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.106746388295,0.9198456,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.1572462874589,0.9798355,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.2077468958621,1.019829,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.2582480046836,1.079819,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.3087492132125,1.119812,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.359250322034,1.179802,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.4097519387988,1.219795,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.4602529479129,1.279785,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.5107539570269,1.339775,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.5612549736661,1.399765,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.6117564831985,1.439758,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.6622593096209,1.499748,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.7127604240862,1.519745,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.7632614332003,1.579735,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.8137623407257,1.619728,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.8642636508433,1.679718,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.9147643589539,1.719711,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
13.9652777919856,1.799698,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.0157786016849,1.839691,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.0662793097955,1.899681,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.1167806199131,1.939674,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.1834552547646,1.999664,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.2501233583999,2.059654,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.3167916575943,2.119644,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.3834736996082,2.199631,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.4501425347043,2.259621,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.5168105309208,2.319611,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.5834845799891,2.399597,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
14.6501525838611,2.459587,1,0,1,0,0,0,0,2,1,0,0,0,NaN,NaN,NaN,NaN,0,-8
