time,elapsed,host,local,possessed,devouring,x,y,z,bodyX,bodyZ,fieldX,fieldZ,fieldCount,s2active,ultactive,s2charges,ultcharge,modelX,modelZ,sourceCharges,sourceX,sourceZ,stunLeft,mashPresses,tripPresses,petYaw
16.9393,0.0000,0,1,0,0,0.3995,1.3056,-0.1217,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6893
16.9899,0.0505,0,1,0,0,0.5742,1.2928,-1.7574,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6884
17.0412,0.1019,0,1,0,0,0.7321,1.2812,-3.2323,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6877
17.0926,0.1533,0,1,0,0,0.8878,1.2695,-4.6838,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6886
17.1453,0.2060,0,1,0,0,1.0088,1.2602,-5.8081,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6893
17.1966,0.2573,0,1,0,0,1.0911,1.2540,-6.5681,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6895
17.2480,0.3087,0,1,0,0,1.1404,1.2508,-7.0201,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6896
17.3001,0.3608,0,1,0,0,1.1703,1.2496,-7.2895,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6895
17.3509,0.4115,0,1,0,0,1.1873,1.2501,-7.4393,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6894
17.4027,0.4633,0,1,0,0,1.1971,1.2520,-7.5225,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6892
17.4542,0.5149,0,1,0,0,1.2027,1.2549,-7.5673,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6891
17.5054,0.5661,0,1,0,0,1.2059,1.2586,-7.5906,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6889
17.5557,0.6163,0,1,0,0,1.2079,1.2631,-7.6031,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6888
17.6057,0.6664,0,1,0,0,1.2090,1.2679,-7.6093,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6887
17.6570,0.7176,0,1,0,0,1.2098,1.2736,-7.6127,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6887
17.7087,0.7693,0,1,0,0,1.2102,1.2794,-7.6144,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6886
17.7609,0.8216,0,1,0,0,1.2105,1.2854,-7.6152,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6886
17.8122,0.8729,0,1,0,0,1.2105,1.2919,-7.6157,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6886
17.8634,0.9240,0,1,0,0,1.2105,1.2982,-7.6160,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6887
17.9134,0.9741,0,1,0,0,1.2103,1.3041,-7.6163,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6888
17.9642,1.0249,0,1,0,0,1.2100,1.3096,-7.6165,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6889
18.0144,1.0751,0,1,0,0,1.2096,1.3148,-7.6168,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6891
18.0646,1.1253,0,1,0,0,1.2091,1.3195,-7.6172,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6892
18.1147,1.1754,0,1,0,0,1.2084,1.3237,-7.6176,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6893
18.1660,1.2267,0,1,0,0,1.2077,1.3271,-7.6181,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6895
18.2166,1.2772,0,1,0,0,1.2069,1.3300,-7.6186,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6897
18.2681,1.3288,0,1,0,0,1.2060,1.3320,-7.6193,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6898
18.3187,1.3794,0,1,0,0,1.2049,1.3331,-7.6199,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6900
18.3689,1.4296,0,1,0,0,1.2039,1.3333,-7.6207,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6901
18.4193,1.4800,0,1,0,0,1.2027,1.3327,-7.6214,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6902
18.4696,1.5303,0,1,0,0,1.2015,1.3313,-7.6223,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6902
18.5198,1.5804,0,1,0,0,1.2002,1.3290,-7.6232,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6903
18.5715,1.6321,0,1,0,0,1.1988,1.3259,-7.6241,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6903
18.6216,1.6823,0,1,0,0,1.1974,1.3221,-7.6251,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6903
18.6722,1.7329,0,1,0,0,1.1959,1.3177,-7.6261,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6902
18.7239,1.7846,0,1,0,0,1.1945,1.3126,-7.6272,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6902
18.7750,1.8356,0,1,0,0,1.1929,1.3071,-7.6284,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6901
18.8261,1.8867,0,1,0,0,1.1914,1.3013,-7.6295,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6900
18.8768,1.9375,0,1,0,0,1.1898,1.2951,-7.6307,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6898
18.9283,1.9890,0,1,0,0,1.1882,1.2890,-7.6319,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6897
18.9794,2.0401,0,1,0,0,1.1867,1.2828,-7.6331,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6896
19.0310,2.0917,0,1,0,0,1.1851,1.2768,-7.6344,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6894
19.0815,2.1422,0,1,0,0,1.1837,1.2712,-7.6356,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6893
19.1330,2.1936,0,1,0,0,1.1821,1.2657,-7.6369,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6892
19.1834,2.2441,0,1,0,0,1.1807,1.2610,-7.6382,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6891
19.2354,2.2961,0,1,0,0,1.1793,1.2566,-7.6395,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6889
19.2868,2.3474,0,1,0,0,1.1779,1.2530,-7.6407,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6889
19.3379,2.3986,0,1,0,0,1.1766,1.2501,-7.6420,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6888
19.3884,2.4490,0,1,0,0,1.1754,1.2481,-7.6433,0.0000,-8.0000,NaN,NaN,0,0,0,1,10.0000,0.0000,-8.0000,0,0.0000,-2.5000,0.0000,0,0,168.6888
