time,elapsed,local,host,charge,windup,active,remaining,circles,sky,frontStun,rearStun,casterStun,frontElement,centreX,centreZ,casterX,casterZ,gameTime,realTime,frameDelta,frontX,frontZ,rearX,rearZ
14.4723258343618,0.01999664,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.16305322420635,8.73729050408163,0.0150787,3.5,-8,0,7
14.5237307921611,0.6398926,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.21497742346939,8.78691740408163,0.002445798,3.5,-8,0,7
14.5758460770268,0.6998825,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.26761912556689,8.83958300408163,0.0024553,3.5,-8,0,7
14.6279849194619,0.7598724,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.32028462301587,8.89280860408163,0.002389399,3.5,-8,0,7
14.6786295578105,0.7998657,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.3714408234127,8.94311570408163,0.002404698,3.5,-8,0,7
14.7296674249636,0.8598557,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.42299422477324,8.99497980408163,0.002859198,3.5,-8,0,7
14.7799488317361,0.8998489,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.47378352465986,9.04623940408163,0.002360601,3.5,-8,0,7
14.8312473663758,0.9598389,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.52560022675737,9.09734030408163,0.0024098,3.5,-8,0,7
14.8830237699323,0.9998322,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.57789962443311,9.14965630408163,0.002162401,3.5,-8,0,7
14.9341144061007,1.059822,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.62950632794785,9.20157800408163,0.002313804,3.5,-8,0,7
14.9849535247032,1.099815,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.67998342545351,9.25180960408163,0.002158397,3.5,-8,0,7
15.0356068423891,1.159805,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.73013522534014,9.30199260408163,0.002289902,3.5,-8,0,7
15.0875742696761,1.219795,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.78158812358277,9.35400500408163,0.002583298,3.5,-8,0,7
15.140221635669,1.259789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.83371422902494,9.40582320408163,0.003326403,3.5,-8,0,7
15.1918034421373,1.319778,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.88478532454648,9.45672870408163,0.002811501,3.5,-8,0,7
15.2439307576395,1.359772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.93639652777778,9.50827040408163,0.002286905,3.5,-8,0,7
15.295787894791,1.419762,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.9877402281746,9.56000800408163,0.003180003,3.5,-8,0,7
15.3473716194509,1.459755,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,6.03881322278912,9.61076150408163,0.002971698,3.5,-8,0,7
