time,elapsed,local,host,charge,windup,active,remaining,circles,sky,frontStun,rearStun,casterStun,frontElement,centreX,centreZ,casterX,casterZ
14.1399542463699,0.01999664,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.1912768277118,0.05998993,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.2422610737651,0.1199799,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.2937533360103,0.7998657,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.3451500014728,0.8598557,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.3965597061475,0.9198456,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.447112717136,0.9598389,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.4977269801055,1.019829,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.5482949821604,1.039825,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.6006443585607,1.099815,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.6507864466216,1.139809,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.7027901621978,1.199799,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.7536256816704,1.259789,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.8044597893837,1.319778,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.8567197150795,1.379768,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.9071124234854,1.419762,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
14.957697346796,1.479752,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.0092274436925,1.519745,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.0596083651262,1.579735,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.111216638264,1.619728,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.1639506551565,1.679718,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.2160390667117,1.719711,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.2662967037421,1.779701,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.3165832658752,1.819695,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.3685186921188,1.879684,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.4203837717732,1.939674,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.472315625007,1.979668,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.5242988963367,2.039658,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.5747255364817,2.079651,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.6257065134204,2.139641,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.6769599030667,2.179634,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.7288779608987,2.239624,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.7816186008567,2.299614,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.8356923038454,2.339607,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.8861505005474,2.399597,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.9373822483921,2.43959,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
15.9876294140227,2.49958,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.0377920453751,2.539574,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.0882656103873,2.599564,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.1399571086734,2.659554,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.1920831429621,2.699547,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.243719149729,2.759537,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.2955410755903,2.79953,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.3459618642495,2.85952,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.3976931491459,2.899513,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.4495549461094,2.959503,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.4999333620525,3.019493,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.5503301494091,3.059486,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.6020396724821,3.119476,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.6530185324827,3.15947,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.7042727206147,3.21946,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.7551722042996,3.259453,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.8072330822411,3.319443,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.8593973459315,3.379433,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.9115873697784,3.419426,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
16.9621682347998,3.479416,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
17.0147291180247,3.519409,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
17.0673996924714,3.579399,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
17.1177510089322,3.639389,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
17.1697212134616,3.679382,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
17.2211836620898,3.739372,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
17.2713422053645,3.779366,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
17.32324100976,3.839355,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,-8
