time,elapsed,local,host,sean,pick,charged,held,s2charges,ultcharge,grounded,casterY,pose,craters,craterX,craterZ,embers,fireFlight,shoeState,shoeX,shoeY,shoeZ,frontStun,chargeRemaining,wallTime
9.59224551113943,0.01999664,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,-2.244451,1.166825,8.342799,0,0,63925001105.0212
9.64275248200322,0.3799362,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.7966876,1.066389,-7.597676,0,0,63925001105.0703
9.69325308288137,0.4199295,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.8903155,0.8695132,-7.863885,0,0,63925001105.1196
9.74375409011419,0.4799194,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.8963058,0.8321999,-7.97878,0,0,63925001105.1696
9.79425510487209,0.5199127,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.9124091,0.8691322,-7.983679,0,0,63925001105.2205
9.8447559070463,0.5799026,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.8685572,1.06631,-7.712749,0,0,63925001105.2702
9.89525661515693,0.5998993,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.6689065,1.224252,-7.497804,0,0,63925001105.3205
9.94575752268235,0.6598892,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.3702
9.99625833050037,0.6998825,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.4205
10.0468667019034,0.7598724,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.4702
10.0973674100141,0.8198624,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.5207
10.1478683194208,0.8798523,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.5699
10.198683942991,0.9198456,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.6197
10.2491846511016,0.9798355,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.6706
10.2996855605083,1.019829,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.7202
10.3501867709185,1.059822,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.7704
10.4003545451599,1.099815,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.8201
10.4505219077381,1.159805,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.87
10.517190613045,1.219795,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001105.9374
10.5838974244396,1.299782,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.0045
10.6505652291762,1.359772,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.071
10.7172334364677,1.419762,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.1374
10.7839162741664,1.499748,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.2045
10.8505833757731,1.559738,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.271
10.9172512722823,1.619728,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.3369
10.9835855337667,1.699715,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.4044
11.0499199946659,1.759705,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.471
11.1000898932914,1.799698,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.5207
11.1667569030883,1.879684,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.5875
11.2334249987888,1.939674,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.6534
11.3000929989914,1.999664,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.7206
11.366760995208,2.079651,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.7877
11.4334702026906,2.139641,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.8541
11.5002063301454,2.199631,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.9203
11.5668753605584,2.279617,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001106.9875
11.6335425617235,2.339607,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.0535
11.7002296792964,2.379601,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.1201
11.7669008453811,2.459587,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.187
11.8335685485291,2.519577,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.2545
11.9002363494101,2.599564,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.3198
11.9665711071963,2.67955,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.3867
12.0167583676676,2.719543,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.4375
12.0834251781801,2.79953,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.5042
12.1500928758333,2.839523,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.5712
12.2167623583289,2.899513,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.6378
12.2834297603803,2.9795,1,0,1,2,0,1,2,15,1,0.12,-1,0,0,0,0,0,1,0.5647082,1.266825,-7.442726,0,0,63925001107.7045
