time,speed,charging,power,yaw,pitch,held
0.0020,0.0000,False,0.0000,0.00000,0.00000,True
0.1776,2.0000,False,0.0000,0.00000,0.00000,True
0.2400,2.0000,False,0.0000,0.00000,0.00000,True
0.3016,2.0000,False,0.0000,0.00000,0.00000,True
0.3611,2.0000,False,0.0000,0.00000,0.00000,True
0.4195,2.0000,False,0.0000,0.00000,0.00000,True
0.4771,2.0000,False,0.0000,0.00000,0.00000,True
0.5340,2.0000,False,0.0000,0.00000,0.00000,True
0.6031,2.0000,True,0.0258,-0.48604,0.11773,True
0.6636,2.0000,True,0.0501,-0.74477,0.00887,True
0.7230,2.0000,True,0.0740,-0.62847,-0.18434,True
0.8006,2.0000,False,0.0000,0.00000,0.00000,False
0.8639,2.0000,False,0.0000,0.00000,0.00000,False
0.9217,2.0000,False,0.0000,0.00000,0.00000,False
0.9840,2.0000,False,0.0000,0.00000,0.00000,False
1.0458,2.0000,False,0.0000,0.00000,0.00000,False
1.1040,2.0000,False,0.0000,0.00000,0.00000,False
1.1635,2.0000,False,0.0000,0.00000,0.00000,False
1.2219,2.0000,False,0.0000,0.00000,0.00000,False
1.2792,2.0000,False,0.0000,0.00000,0.00000,False
1.3370,2.0000,False,0.0000,0.00000,0.00000,False
1.3945,2.0000,False,0.0000,0.00000,0.00000,False
1.4512,2.0000,False,0.0000,0.00000,0.00000,False
1.5105,2.0000,False,0.0000,0.00000,0.00000,False
1.5699,2.0000,False,0.0000,0.00000,0.00000,False
1.6255,2.0000,False,0.0000,0.00000,0.00000,False
1.6850,2.0000,False,0.0000,0.00000,0.00000,False
1.7468,2.0000,False,0.0000,0.00000,0.00000,False
1.8054,2.0000,False,0.0000,0.00000,0.00000,False
1.8635,2.0000,False,0.0000,0.00000,0.00000,False
1.9243,2.0000,False,0.0000,0.00000,0.00000,False
1.9801,2.0000,False,0.0000,0.00000,0.00000,False
2.0406,2.0000,False,0.0000,0.00000,0.00000,False
2.0972,2.0000,False,0.0000,0.00000,0.00000,False
2.1546,2.0000,False,0.0000,0.00000,0.00000,False
