time,elapsed,local,host,s1charges,s2active,s2cooldown,ultcharge,casterX,casterY,casterZ,frontX,frontY,frontZ,rearX,rearY,rearZ,frontTrip,frontStun,casterStun,ward,pillars,shoeX,shoeY,shoeZ,guardTested,afterTested,tremor,plating,orbitStones,rumble,pendingReview,pendingRefreshed,expiredRefreshed,windup,impactBirths,heroIndex,casterPick,casterMode,ultActive,ultRemaining,impactX,impactY,impactZ,impactHeld,movementReview,movementActive,movementRemaining,movementSpeed,s1cooldown,fireFields,shockFields
12.0213475164399,0.01999664,1,0,0,0,0,20,0,0.12,-8,7.670002,0.07000013,-6,-7.670003,0.07000032,-6,0,0,0,0,0,1.8,0.145,9,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12.0725373475067,0.07998657,1,0,0,0,0,20,0,0.12,-8,7.670001,0.06999998,-6,-7.670001,0.07,-6,0,0,0,0,0,1.8,0.145,9,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12.1230377546139,0.1199799,1,0,0,0,0,20,0,0.12,-8,7.670001,0.06999996,-6,-7.670001,0.06999996,-6,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12.1738644870929,0.6598892,1,0,0,0,0,20,0,0.12,-8,7.670001,0.06999997,-6,-7.670001,0.06999996,-6,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12.224418623317,0.6998825,1,0,0,0,0,20,0,0.12,-8,7.670001,0.06999996,-6,-7.670001,0.06999996,-6,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12.2749459909275,0.7598724,1,0,0,0,0,20,0,0.12,-8,7.670001,0.06999996,-6,-7.670001,0.06999996,-6,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12.325446399916,0.7998657,1,0,0,0,0,20,0,0.12,-8,7.670001,0.06999996,-6,-7.670001,0.06999996,-6,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12.376005079411,0.8598557,1,0,0,0,0,20,0,0.12,-8,7.670001,0.06999996,-6,-7.670001,0.06999996,-6,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12.4265052795783,0.8998489,1,0,0,0,0,20,0,0.12,-8,7.670001,0.06999996,-6,-7.670001,0.06999996,-6,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12.4770053800382,0.9598389,1,0,0,0,0,20,0,0.12,-8,7.670001,0.06999996,-6,-7.670001,0.06999996,-6,0,0,0,0,0,-1,0.1918,-8,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
