time,speed,charging,power,yaw,pitch,held
0.0000,0.0000,False,0.0000,0.00000,0.00000,True
0.0635,2.0000,False,0.0000,0.00000,0.00000,True
0.1134,2.0000,False,0.0000,0.00000,0.00000,True
0.1151,2.0000,False,0.0000,0.00000,0.00000,True
0.1625,2.0000,False,0.0000,0.00000,0.00000,True
0.1641,2.0000,False,0.0000,0.00000,0.00000,True
0.1657,2.0000,False,0.0000,0.00000,0.00000,True
0.2119,2.0000,False,0.0000,0.00000,0.00000,True
0.2133,2.0000,False,0.0000,0.00000,0.00000,True
0.2174,2.0000,False,0.0000,0.00000,0.00000,True
0.2662,2.0000,False,0.0000,0.00000,0.00000,True
0.2676,2.0000,False,0.0000,0.00000,0.00000,True
0.3140,2.0000,False,0.0000,0.00000,0.00000,True
0.3155,2.0000,False,0.0000,0.00000,0.00000,True
0.3181,2.0000,False,0.0000,0.00000,0.00000,True
0.3647,2.0000,False,0.0000,0.00000,0.00000,True
0.3666,2.0000,False,0.0000,0.00000,0.00000,True
0.3681,2.0000,False,0.0000,0.00000,0.00000,True
0.4162,2.0000,False,0.0000,0.00000,0.00000,True
0.4184,2.0000,False,0.0000,0.00000,0.00000,True
0.4656,2.0000,False,0.0000,0.00000,0.00000,True
0.4670,2.0000,False,0.0000,0.00000,0.00000,True
0.4684,2.0000,False,0.0000,0.00000,0.00000,True
0.4698,2.0000,False,0.0000,0.00000,0.00000,True
0.5163,2.0000,False,0.0000,0.00000,0.00000,True
0.5182,2.0000,True,0.0000,0.68739,0.24246,True
0.5201,2.0000,True,0.0008,0.68313,0.22971,True
0.5671,2.0000,True,0.0193,0.53158,-0.03015,True
0.5687,2.0000,True,0.0203,0.52182,-0.04161,True
0.5701,2.0000,True,0.0208,0.51574,-0.04857,True
0.5717,2.0000,True,0.0215,0.50932,-0.05578,True
0.6224,2.0000,True,0.0414,0.29381,-0.23374,True
0.6693,2.0000,True,0.0601,0.12527,-0.29866,True
0.6720,2.0000,True,0.0612,0.11725,-0.29980,True
0.6737,2.0000,True,0.0622,0.11042,-0.30058,True
0.7204,2.0000,True,0.0807,0.01509,-0.28518,True
0.7223,2.0000,True,0.0816,0.01229,-0.28345,True
0.7242,2.0000,True,0.0824,0.00951,-0.28160,True
0.7706,2.0000,True,0.1008,-0.02255,-0.23582,True
0.7730,2.0000,True,0.1019,-0.02321,-0.23308,True
0.7753,2.0000,True,0.1029,-0.02377,-0.23037,True
0.8228,2.0000,True,0.1216,-0.02390,-0.19164,True
0.8244,2.0000,True,0.1226,-0.02370,-0.19020,True
0.8263,2.0000,True,0.1233,-0.02356,-0.18915,True
0.8723,2.0000,True,0.1415,-0.02419,-0.17258,True
0.8738,2.0000,True,0.1423,-0.02452,-0.17221,True
0.8754,2.0000,True,0.1430,-0.02480,-0.17193,True
0.8770,2.0000,True,0.1436,-0.02510,-0.17168,True
0.9247,2.0000,True,0.1622,-0.04271,-0.16668,True
0.9267,2.0000,True,0.1634,-0.04432,-0.16630,True
0.9281,2.0000,True,0.1640,-0.04522,-0.16608,True
0.9753,2.0000,True,0.1827,-0.07517,-0.15185,True
0.9766,2.0000,True,0.1835,-0.07643,-0.15083,True
0.9783,2.0000,True,0.1841,-0.07751,-0.14993,True
1.0263,2.0000,True,0.2028,-0.10183,-0.11127,True
1.0283,2.0000,True,0.2041,-0.10286,-0.10757,True
1.0776,2.0000,True,0.2235,-0.10226,-0.04165,True
1.0795,2.0000,True,0.2245,-0.10134,-0.03783,True
1.1279,2.0000,True,0.2437,-0.06642,0.03688,True
1.1302,2.0000,True,0.2447,-0.06369,0.04074,True
1.1779,2.0000,True,0.2635,-0.00293,0.10173,True
1.1795,2.0000,True,0.2646,0.00111,0.10459,True
1.1812,2.0000,True,0.2652,0.00323,0.10605,True
1.2313,2.0000,True,0.2851,0.07589,0.13807,True
1.2792,2.0000,True,0.3042,0.12989,0.13461,True
1.2814,2.0000,True,0.3052,0.13175,0.13369,True
1.3283,2.0000,True,0.3239,0.15112,0.10400,True
1.3302,2.0000,True,0.3248,0.15111,0.10207,True
1.3328,2.0000,True,0.3259,0.15097,0.09983,True
1.3786,2.0000,True,0.3440,0.13035,0.06040,True
1.3802,2.0000,True,0.3448,0.12855,0.05852,True
1.3820,2.0000,True,0.3455,0.12726,0.05721,True
1.3833,2.0000,True,0.3461,0.12580,0.05579,True
1.4295,2.0000,True,0.3644,0.07287,0.02082,True
1.4311,2.0000,True,0.3652,0.06997,0.01948,True
1.4334,2.0000,True,0.3661,0.06674,0.01803,True
1.4801,2.0000,True,0.3846,-0.00144,-0.00346,True
1.4825,2.0000,True,0.3855,-0.00499,-0.00419,True
1.4843,2.0000,True,0.3865,-0.00856,-0.00490,True
1.5322,2.0000,True,0.4054,-0.07198,-0.01238,True
1.5336,2.0000,True,0.4062,-0.07433,-0.01248,True
1.5355,2.0000,True,0.4069,-0.07630,-0.01256,True
1.5839,2.0000,True,0.4259,-0.11606,-0.01252,True
1.5856,2.0000,True,0.4270,-0.11758,-0.01247,True
1.6319,2.0000,True,0.4452,-0.12670,-0.01310,True
1.6340,2.0000,True,0.4464,-0.12638,-0.01328,True
1.6355,2.0000,True,0.4470,-0.12617,-0.01339,True
1.6368,2.0000,True,0.4475,-0.12596,-0.01348,True
1.6837,2.0000,True,0.4659,-0.10726,-0.01958,True
1.6851,2.0000,True,0.4668,-0.10587,-0.02001,True
1.6869,2.0000,True,0.4675,-0.10476,-0.02035,True
1.7367,2.0000,True,0.4872,-0.06674,-0.03149,True
1.7382,2.0000,True,0.4881,-0.06485,-0.03201,True
1.7849,2.0000,True,0.5062,-0.02651,-0.04107,True
1.7866,2.0000,True,0.5074,-0.02408,-0.04149,True
1.7878,2.0000,True,0.5079,-0.02308,-0.04166,True
1.7888,2.0000,True,0.5083,-0.02229,-0.04179,True
1.8361,2.0000,True,0.5270,0.00928,-0.04311,True
1.8381,2.0000,True,0.5280,0.01060,-0.04290,True
1.8398,2.0000,True,0.5287,0.01162,-0.04271,True
1.8860,2.0000,True,0.5470,0.02949,-0.03283,True
1.8881,2.0000,True,0.5479,0.03012,-0.03201,True
1.8897,2.0000,True,0.5487,0.03057,-0.03138,True
1.8909,2.0000,True,0.5492,0.03085,-0.03096,True
1.9374,2.0000,True,0.5675,0.03640,-0.01124,True
1.9388,2.0000,True,0.5683,0.03645,-0.01027,True
1.9401,2.0000,True,0.5689,0.03648,-0.00962,True
1.9422,2.0000,True,0.5695,0.03650,-0.00885,True
1.9876,2.0000,True,0.5876,0.03487,0.01398,True
1.9891,2.0000,True,0.5884,0.03474,0.01490,True
1.9909,2.0000,True,0.5892,0.03461,0.01582,True
1.9922,2.0000,True,0.5897,0.03451,0.01648,True
2.0385,2.0000,True,0.6077,0.03167,0.03484,True
2.0402,2.0000,True,0.6089,0.03154,0.03573,True
2.0418,2.0000,True,0.6094,0.03148,0.03616,True
2.0429,2.0000,True,0.6100,0.03142,0.03660,True
