frame,real_seconds,game_seconds,speed,held,leg_angle,action,charge,spin,torso_x,arm_x,hand_y,hand_forward,hand_side,body_y
0,0.0730,0.0075,0.0000,False,0.000,idle,-1.0000,0.0000,-1.683,0.000,0.3321,-0.0193,0.8329,0.1800
1,0.1355,0.0843,0.0000,False,0.000,idle,-1.0000,0.0000,-0.269,0.000,0.2382,-0.0209,0.8163,0.1800
2,0.1977,0.1460,0.0000,False,0.000,idle,-1.0000,0.0000,0.765,0.000,0.2437,-0.0227,0.8202,0.1800
3,0.2578,0.2079,0.0000,False,0.000,idle,-1.0000,0.0000,1.957,0.000,0.2721,-0.0237,0.8375,0.1800
4,0.3334,0.2680,0.0000,False,0.000,idle,-1.0000,0.0000,3.135,0.000,0.3123,-0.0228,0.8585,0.1800
5,0.3956,0.3444,0.0000,False,0.000,idle,-1.0000,0.0000,4.360,0.000,0.3635,-0.0194,0.8804,0.1800
6,0.4568,0.4063,0.0000,False,0.000,idle,-1.0000,0.0000,4.921,0.000,0.3897,-0.0169,0.8897,0.1800
7,0.5213,0.4681,0.0000,False,0.000,idle,-1.0000,0.0000,4.853,0.000,0.3887,-0.0170,0.8893,0.1800
8,0.5820,0.5313,0.0000,False,0.000,idle,-1.0000,0.0000,3.967,0.000,0.3596,-0.0199,0.8788,0.1800
9,0.6445,0.5933,0.0000,False,0.000,idle,-1.0000,0.0000,2.666,0.000,0.3177,-0.0224,0.8608,0.1800
10,0.7093,0.6553,0.0000,False,0.000,idle,-1.0000,0.0000,1.328,0.000,0.2758,-0.0229,0.8392,0.1800
11,0.8333,0.7202,0.0000,False,0.000,hero-zack-summon,-1.0000,0.0000,0.368,0.000,0.2468,-0.0220,0.8220,0.1800
12,0.9033,0.8453,0.0000,False,8.319,hero-zack-summon,-1.0000,0.0000,19.423,11.793,0.0122,-0.1603,0.3913,0.1800
13,0.9677,0.9138,0.0000,False,12.024,hero-zack-summon,-1.0000,0.0000,-13.758,-83.502,0.8349,0.6601,-0.0120,0.1800
14,1.0312,0.9778,0.0000,False,14.911,hero-zack-summon,-1.0000,0.0000,-39.229,-22.300,1.4035,-0.1597,0.5155,0.1800
15,1.0986,1.0420,0.0000,False,14.125,hero-zack-summon,-1.0000,0.0000,-37.630,-21.751,1.3284,-0.1557,0.5036,0.1800
16,1.1619,1.1094,0.0000,False,18.703,hero-zack-summon,-1.0000,0.0000,21.905,-85.688,0.6202,0.4306,0.8396,0.1800
17,1.2591,1.1975,0.0000,False,15.874,hero-zack-summon,-1.0000,0.0000,29.485,-83.940,0.5521,0.2438,0.8814,0.1800
18,1.3259,1.2703,0.0000,False,14.345,hero-zack-summon,-1.0000,0.0000,27.558,-87.079,0.5569,0.2988,0.8674,0.1800
19,1.3926,1.3368,0.0000,False,16.543,hero-zack-summon,-1.0000,0.0000,29.419,-81.219,0.5416,0.1840,0.8900,0.1800
20,1.4589,1.4039,0.0000,False,14.766,hero-zack-summon,-1.0000,0.0000,26.371,-69.487,0.4503,0.1824,0.8594,0.1800
21,1.5238,1.4697,0.0000,False,5.723,hero-zack-summon,-1.0000,0.0000,10.987,-26.936,0.1206,0.1269,0.6443,0.1800
22,1.5862,1.5340,0.0000,False,0.058,hero-zack-summon,-1.0000,0.0000,0.116,-0.274,-0.0213,-0.0194,0.4969,0.1800
23,1.6494,1.5968,0.0000,False,0.000,idle,-1.0000,0.0000,-0.001,0.000,-0.0176,-0.0213,0.5083,0.1800
24,1.7120,1.6602,0.0000,False,0.000,idle,-1.0000,0.0000,-0.297,0.000,0.1074,-0.0201,0.7018,0.1800
25,1.7746,1.7231,0.0000,False,0.000,idle,-1.0000,0.0000,-1.694,0.000,0.2923,-0.0199,0.8433,0.1800
26,1.8368,1.7853,0.0000,False,0.000,idle,-1.0000,0.0000,-3.070,0.000,0.3375,-0.0211,0.8651,0.1800
27,1.8993,1.8472,0.0000,False,0.000,idle,-1.0000,0.0000,-4.271,0.000,0.3780,-0.0241,0.8814,0.1800
28,1.9643,1.9102,0.0000,False,0.000,idle,-1.0000,0.0000,-4.932,0.000,0.4005,-0.0264,0.8894,0.1800
29,2.0294,1.9767,0.0000,False,0.000,idle,-1.0000,0.0000,-4.769,0.000,0.3909,-0.0255,0.8867,0.1800
30,2.0930,2.0404,0.0000,False,0.000,idle,-1.0000,0.0000,-4.018,0.000,0.3554,-0.0224,0.8741,0.1800
31,2.1559,2.1036,0.0000,False,0.000,idle,-1.0000,0.0000,-2.919,0.000,0.3094,-0.0198,0.8544,0.1800
32,2.2195,2.1666,0.0000,False,0.000,idle,-1.0000,0.0000,-1.679,0.000,0.2670,-0.0193,0.8328,0.1800
33,2.2827,2.2302,0.0000,False,0.000,idle,-1.0000,0.0000,-0.482,0.000,0.2401,-0.0206,0.8173,0.1800
