sample,real_seconds,simulation_seconds,round_left,gc0,gc1,gc2
0,0.013796,16.140630,89.600070,141,141,141
1,0.016550,16.140630,89.600070,141,141,141
2,0.030485,16.140630,89.600070,141,141,141
3,0.033176,16.140630,89.600070,141,141,141
4,0.047318,16.140630,89.600070,141,141,141
5,0.050041,16.140630,89.600070,141,141,141
6,0.063881,16.140630,89.600070,141,141,141
7,0.066559,16.140630,89.600070,141,141,141
8,0.080505,16.140630,89.600070,141,141,141
9,0.083206,16.140630,89.600070,141,141,141
10,0.097221,16.140630,89.600070,141,141,141
11,0.099875,16.140630,89.600070,141,141,141
12,0.113886,16.140630,89.600070,141,141,141
13,0.116549,16.140630,89.600070,141,141,141
14,0.130541,16.140630,89.600070,141,141,141
15,0.133215,16.140630,89.600070,141,141,141
16,0.147324,16.140630,89.600070,141,141,141
17,0.149996,16.140630,89.600070,141,141,141
18,0.163881,16.140630,89.600070,141,141,141
19,0.166536,16.140630,89.600070,141,141,141
20,0.180615,16.140630,89.600070,141,141,141
21,0.183273,16.140630,89.600070,141,141,141
22,0.197393,16.140630,89.600070,141,141,141
23,0.200071,16.140630,89.600070,141,141,141
24,0.213970,16.140630,89.600070,141,141,141
25,0.216660,16.140630,89.600070,141,141,141
26,0.230627,16.140630,89.600070,141,141,141
27,0.233297,16.140630,89.600070,141,141,141
28,0.247398,16.140630,89.600070,141,141,141
29,0.250050,16.140630,89.600070,141,141,141
30,0.264004,16.140630,89.600070,141,141,141
31,0.266666,16.140630,89.600070,141,141,141
32,0.280664,16.140630,89.600070,141,141,141
33,0.283423,16.140630,89.600070,141,141,141
34,0.297440,16.140630,89.600070,141,141,141
35,0.300137,16.140630,89.600070,141,141,141
36,0.314079,16.140630,89.600070,141,141,141
37,0.316744,16.140630,89.600070,141,141,141
38,0.330692,16.140630,89.600070,141,141,141
39,0.333426,16.140630,89.600070,141,141,141
40,0.347450,16.140630,89.600070,141,141,141
41,0.350130,16.140630,89.600070,141,141,141
42,0.364117,16.140630,89.600070,141,141,141
43,0.366781,16.140630,89.600070,141,141,141
44,0.380882,16.140630,89.600070,141,141,141
45,0.383677,16.140630,89.600070,141,141,141
46,0.397499,16.140630,89.600070,141,141,141
47,0.400147,16.140630,89.600070,141,141,141
48,0.414200,16.140630,89.600070,141,141,141
49,0.416884,16.140630,89.600070,141,141,141
50,0.430853,16.140630,89.600070,141,141,141
51,0.433561,16.140630,89.600070,141,141,141
52,0.447556,16.140630,89.600070,141,141,141
53,0.450228,16.140630,89.600070,141,141,141
54,0.464254,16.140630,89.600070,141,141,141
55,0.466896,16.140630,89.600070,141,141,141
56,0.480915,16.140630,89.600070,141,141,141
57,0.483599,16.140630,89.600070,141,141,141
58,0.497566,16.140630,89.600070,141,141,141
59,0.500280,16.140630,89.600070,141,141,141
60,0.514343,16.140630,89.600070,141,141,141
61,0.517038,16.140630,89.600070,141,141,141
62,0.531002,16.140630,89.600070,141,141,141
63,0.533649,16.140630,89.600070,141,141,141
64,0.547609,16.140630,89.600070,141,141,141
65,0.550306,16.140630,89.600070,141,141,141
66,0.564365,16.140630,89.600070,141,141,141
67,0.567022,16.140630,89.600070,141,141,141
68,0.581049,16.140630,89.600070,141,141,141
69,0.583719,16.140630,89.600070,141,141,141
70,0.597725,16.140630,89.600070,141,141,141
71,0.600384,16.140630,89.600070,141,141,141
72,0.614431,16.140630,89.600070,141,141,141
73,0.617073,16.140630,89.600070,141,141,141
74,0.631086,16.140630,89.600070,141,141,141
75,0.633722,16.140630,89.600070,141,141,141
76,0.647694,16.140630,89.600070,141,141,141
77,0.650347,16.140630,89.600070,141,141,141
78,0.664454,16.140630,89.600070,141,141,141
79,0.667088,16.140630,89.600070,141,141,141
80,0.681131,16.140630,89.600070,141,141,141
81,0.683792,16.140630,89.600070,141,141,141
82,0.697758,16.140630,89.600070,141,141,141
83,0.700655,16.140630,89.600070,141,141,141
84,0.714491,16.140630,89.600070,141,141,141
85,0.717146,16.140630,89.600070,141,141,141
86,0.731171,16.140630,89.600070,141,141,141
87,0.733873,16.140630,89.600070,141,141,141
88,0.747829,16.140630,89.600070,141,141,141
89,0.750511,16.140630,89.600070,141,141,141
90,0.764517,16.140630,89.600070,141,141,141
91,0.767187,16.140630,89.600070,141,141,141
92,0.781235,16.140630,89.600070,141,141,141
93,0.783901,16.140630,89.600070,141,141,141
94,0.797859,16.140630,89.600070,141,141,141
95,0.800530,16.140630,89.600070,141,141,141
96,0.814568,16.140630,89.600070,141,141,141
97,0.817207,16.140630,89.600070,141,141,141
98,0.831316,16.140630,89.600070,141,141,141
99,0.834477,16.140630,89.600070,142,142,142
100,0.847956,16.140630,89.600070,142,142,142
101,0.850594,16.140630,89.600070,142,142,142
102,0.864607,16.140630,89.600070,142,142,142
103,0.867256,16.140630,89.600070,142,142,142
104,0.881352,16.140630,89.600070,142,142,142
105,0.884184,16.140630,89.600070,142,142,142
106,0.897976,16.140630,89.600070,142,142,142
107,0.900707,16.140630,89.600070,142,142,142
108,0.914673,16.140630,89.600070,142,142,142
109,0.917419,16.140630,89.600070,142,142,142
110,0.931404,16.140630,89.600070,142,142,142
111,0.934048,16.140630,89.600070,142,142,142
112,0.948126,16.140630,89.600070,142,142,142
113,0.950743,16.140630,89.600070,142,142,142
114,0.964687,16.140630,89.600070,142,142,142
115,0.967337,16.140630,89.600070,142,142,142
116,0.981459,16.140630,89.600070,142,142,142
117,0.984116,16.140630,89.600070,142,142,142
118,0.998097,16.140630,89.600070,142,142,142
119,1.000774,16.140630,89.600070,142,142,142
120,1.014788,16.140630,89.600070,142,142,142
121,1.017445,16.140630,89.600070,142,142,142
122,1.031469,16.140630,89.600070,142,142,142
123,1.034140,16.140630,89.600070,142,142,142
124,1.048149,16.140630,89.600070,142,142,142
125,1.050823,16.140630,89.600070,142,142,142
126,1.064804,16.140630,89.600070,142,142,142
127,1.067480,16.140630,89.600070,142,142,142
128,1.081516,16.140630,89.600070,142,142,142
129,1.084194,16.140630,89.600070,142,142,142
130,1.098190,16.140630,89.600070,142,142,142
131,1.100872,16.140630,89.600070,142,142,142
132,1.114834,16.140630,89.600070,142,142,142
133,1.117510,16.140630,89.600070,142,142,142
134,1.131536,16.140630,89.600070,142,142,142
135,1.134203,16.140630,89.600070,142,142,142
136,1.148304,16.140630,89.600070,142,142,142
137,1.150951,16.140630,89.600070,142,142,142
138,1.164845,16.140630,89.600070,142,142,142
139,1.167509,16.140630,89.600070,142,142,142
140,1.181595,16.140630,89.600070,142,142,142
141,1.184238,16.140630,89.600070,142,142,142
142,1.198364,16.140630,89.600070,142,142,142
143,1.201042,16.140630,89.600070,142,142,142
144,1.214968,16.140630,89.600070,142,142,142
145,1.217627,16.140630,89.600070,142,142,142
146,1.231638,16.140630,89.600070,142,142,142
